in,x,y,qc,tc,tr,te,tl
2,707.0,633,6.0,0.0,0.0,0.0,0.0
3,405.0,122,9.0,0.0,0.0,0.0,0.0
4,811.0,419,8.0,0.0,0.0,0.0,0.0
5,11.0,667,6.0,0.0,0.0,0.0,0.0
6,336.0,612,4.0,0.0,0.0,0.0,0.0
7,366.0,50,8.0,0.0,0.0,0.0,0.0
8,98.0,836,3.0,0.0,0.0,0.0,0.0
9,414.0,996,4.0,0.0,0.0,0.0,0.0
10,243.0,713,10.0,0.0,0.0,0.0,0.0
11,100.0,232,1.0,0.0,0.0,0.0,0.0
12,891.0,946,9.0,0.0,0.0,0.0,0.0
13,132.0,204,9.0,0.0,0.0,0.0,0.0
14,25.0,642,5.0,0.0,0.0,0.0,0.0
15,994.0,18,10.0,0.0,0.0,0.0,0.0
16,636.0,897,5.0,0.0,0.0,0.0,0.0
17,214.0,651,6.0,0.0,0.0,0.0,0.0
18,108.0,619,9.0,0.0,0.0,0.0,0.0
19,882.0,399,8.0,0.0,0.0,0.0,0.0
20,863.0,607,10.0,0.0,0.0,0.0,0.0
21,409.0,585,8.0,0.0,0.0,0.0,0.0
22,247.0,882,8.0,0.0,0.0,0.0,0.0
23,553.0,507,4.0,0.0,0.0,0.0,0.0
24,677.0,258,8.0,0.0,0.0,0.0,0.0
25,673.0,644,7.0,0.0,0.0,0.0,0.0
26,25.0,182,3.0,0.0,0.0,0.0,0.0
27,251.0,111,5.0,0.0,0.0,0.0,0.0
28,263.0,799,10.0,0.0,0.0,0.0,0.0
29,660.0,359,10.0,0.0,0.0,0.0,0.0
30,351.0,288,8.0,0.0,0.0,0.0,0.0
31,172.0,127,2.0,0.0,0.0,0.0,0.0
32,382.0,441,2.0,0.0,0.0,0.0,0.0
33,231.0,650,8.0,0.0,0.0,0.0,0.0
34,966.0,485,7.0,0.0,0.0,0.0,0.0
35,964.0,107,10.0,0.0,0.0,0.0,0.0
36,876.0,164,9.0,0.0,0.0,0.0,0.0
37,949.0,328,2.0,0.0,0.0,0.0,0.0
38,936.0,70,9.0,0.0,0.0,0.0,0.0
39,229.0,744,10.0,0.0,0.0,0.0,0.0
40,161.0,214,2.0,0.0,0.0,0.0,0.0
41,581.0,594,1.0,0.0,0.0,0.0,0.0
42,154.0,860,6.0,0.0,0.0,0.0,0.0
43,23.0,374,1.0,0.0,0.0,0.0,0.0
44,736.0,600,2.0,0.0,0.0,0.0,0.0
45,594.0,542,4.0,0.0,0.0,0.0,0.0
46,846.0,684,6.0,0.0,0.0,0.0,0.0
47,355.0,471,7.0,0.0,0.0,0.0,0.0
48,675.0,597,8.0,0.0,0.0,0.0,0.0
49,663.0,653,8.0,0.0,0.0,0.0,0.0
50,61.0,889,5.0,0.0,0.0,0.0,0.0
51,685.0,150,7.0,0.0,0.0,0.0,0.0
52,129.0,248,4.0,0.0,0.0,0.0,0.0
53,161.0,301,7.0,0.0,0.0,0.0,0.0
54,180.0,836,1.0,0.0,0.0,0.0,0.0
55,427.0,670,5.0,0.0,0.0,0.0,0.0
56,833.0,860,6.0,0.0,0.0,0.0,0.0
57,669.0,251,9.0,0.0,0.0,0.0,0.0
58,411.0,403,2.0,0.0,0.0,0.0,0.0
59,450.0,926,6.0,0.0,0.0,0.0,0.0
60,591.0,505,4.0,0.0,0.0,0.0,0.0
61,468.0,157,6.0,0.0,0.0,0.0,0.0
62,288.0,484,5.0,0.0,0.0,0.0,0.0
63,574.0,955,10.0,0.0,0.0,0.0,0.0
64,795.0,521,7.0,0.0,0.0,0.0,0.0
65,41.0,65,4.0,0.0,0.0,0.0,0.0
66,175.0,486,6.0,0.0,0.0,0.0,0.0
67,74.0,436,1.0,0.0,0.0,0.0,0.0
68,907.0,13,2.0,0.0,0.0,0.0,0.0
69,579.0,912,4.0,0.0,0.0,0.0,0.0
70,765.0,835,9.0,0.0,0.0,0.0,0.0
71,176.0,189,1.0,0.0,0.0,0.0,0.0
72,972.0,351,6.0,0.0,0.0,0.0,0.0
73,470.0,22,4.0,0.0,0.0,0.0,0.0
74,577.0,469,9.0,0.0,0.0,0.0,0.0
75,561.0,672,1.0,0.0,0.0,0.0,0.0
76,110.0,670,5.0,0.0,0.0,0.0,0.0
77,811.0,614,2.0,0.0,0.0,0.0,0.0
78,460.0,344,2.0,0.0,0.0,0.0,0.0
79,862.0,486,9.0,0.0,0.0,0.0,0.0
80,22.0,369,6.0,0.0,0.0,0.0,0.0
81,898.0,295,7.0,0.0,0.0,0.0,0.0
82,89.0,934,10.0,0.0,0.0,0.0,0.0
83,164.0,871,10.0,0.0,0.0,0.0,0.0
84,487.0,617,8.0,0.0,0.0,0.0,0.0
85,731.0,565,7.0,0.0,0.0,0.0,0.0
86,470.0,722,3.0,0.0,0.0,0.0,0.0
87,509.0,209,2.0,0.0,0.0,0.0,0.0
88,860.0,845,10.0,0.0,0.0,0.0,0.0
89,515.0,312,3.0,0.0,0.0,0.0,0.0
90,434.0,712,5.0,0.0,0.0,0.0,0.0
91,388.0,521,8.0,0.0,0.0,0.0,0.0
92,573.0,250,10.0,0.0,0.0,0.0,0.0
93,155.0,316,3.0,0.0,0.0,0.0,0.0
94,143.0,923,7.0,0.0,0.0,0.0,0.0
95,247.0,971,5.0,0.0,0.0,0.0,0.0
96,641.0,297,3.0,0.0,0.0,0.0,0.0
97,763.0,749,10.0,0.0,0.0,0.0,0.0
98,585.0,887,7.0,0.0,0.0,0.0,0.0
99,987.0,361,10.0,0.0,0.0,0.0,0.0
100,153.0,215,4.0,0.0,0.0,0.0,0.0
101,150.0,669,3.0,0.0,0.0,0.0,0.0
102,76.0,153,3.0,0.0,0.0,0.0,0.0
103,456.0,635,4.0,0.0,0.0,0.0,0.0
104,778.0,497,8.0,0.0,0.0,0.0,0.0
105,334.0,529,7.0,0.0,0.0,0.0,0.0
106,764.0,789,3.0,0.0,0.0,0.0,0.0
107,963.0,378,10.0,0.0,0.0,0.0,0.0
108,262.0,404,5.0,0.0,0.0,0.0,0.0
109,32.0,672,2.0,0.0,0.0,0.0,0.0
110,118.0,874,3.0,0.0,0.0,0.0,0.0
111,764.0,315,1.0,0.0,0.0,0.0,0.0
112,931.0,462,10.0,0.0,0.0,0.0,0.0
113,168.0,831,9.0,0.0,0.0,0.0,0.0
114,443.0,2,9.0,0.0,0.0,0.0,0.0
115,571.0,812,4.0,0.0,0.0,0.0,0.0
116,185.0,964,9.0,0.0,0.0,0.0,0.0
117,368.0,628,9.0,0.0,0.0,0.0,0.0
118,366.0,788,3.0,0.0,0.0,0.0,0.0
119,48.0,374,6.0,0.0,0.0,0.0,0.0
120,8.0,464,3.0,0.0,0.0,0.0,0.0
121,459.0,77,6.0,0.0,0.0,0.0,0.0
122,345.0,357,6.0,0.0,0.0,0.0,0.0
123,315.0,149,6.0,0.0,0.0,0.0,0.0
124,458.0,286,7.0,0.0,0.0,0.0,0.0
125,974.0,86,4.0,0.0,0.0,0.0,0.0
126,167.0,854,4.0,0.0,0.0,0.0,0.0
127,441.0,425,1.0,0.0,0.0,0.0,0.0
128,172.0,20,1.0,0.0,0.0,0.0,0.0
129,646.0,948,2.0,0.0,0.0,0.0,0.0
130,444.0,937,3.0,0.0,0.0,0.0,0.0
131,950.0,129,5.0,0.0,0.0,0.0,0.0
132,866.0,18,1.0,0.0,0.0,0.0,0.0
133,915.0,849,8.0,0.0,0.0,0.0,0.0
134,119.0,279,9.0,0.0,0.0,0.0,0.0
135,319.0,332,1.0,0.0,0.0,0.0,0.0
136,832.0,902,9.0,0.0,0.0,0.0,0.0
137,421.0,365,6.0,0.0,0.0,0.0,0.0
138,963.0,71,2.0,0.0,0.0,0.0,0.0
139,478.0,741,6.0,0.0,0.0,0.0,0.0
140,443.0,54,8.0,0.0,0.0,0.0,0.0
141,509.0,966,6.0,0.0,0.0,0.0,0.0
142,70.0,520,7.0,0.0,0.0,0.0,0.0
143,311.0,207,4.0,0.0,0.0,0.0,0.0
144,648.0,127,2.0,0.0,0.0,0.0,0.0
145,726.0,506,10.0,0.0,0.0,0.0,0.0
146,371.0,345,6.0,0.0,0.0,0.0,0.0
147,154.0,221,8.0,0.0,0.0,0.0,0.0
148,475.0,537,3.0,0.0,0.0,0.0,0.0
149,322.0,738,3.0,0.0,0.0,0.0,0.0
150,118.0,284,10.0,0.0,0.0,0.0,0.0
151,297.0,415,2.0,0.0,0.0,0.0,0.0
152,530.0,967,5.0,0.0,0.0,0.0,0.0
153,752.0,797,2.0,0.0,0.0,0.0,0.0
154,394.0,589,10.0,0.0,0.0,0.0,0.0
155,482.0,59,1.0,0.0,0.0,0.0,0.0
156,497.0,863,10.0,0.0,0.0,0.0,0.0
