in,x,y,qc,tc,tr,te,tl
2,-1.0,-20.0,300.0,0.0,0.0,0.0,0.0
3,1.0,-20.0,300.0,0.0,0.0,0.0,0.0
4,-2.0,-19.0,180.0,0.0,0.0,0.0,0.0
5,0.0,-19.0,300.0,0.0,0.0,0.0,0.0
6,2.0,-19.0,180.0,0.0,0.0,0.0,0.0
7,-3.0,-18.0,128.0,0.0,0.0,0.0,0.0
8,-1.0,-18.0,180.0,0.0,0.0,0.0,0.0
9,1.0,-18.0,180.0,0.0,0.0,0.0,0.0
10,3.0,-18.0,128.0,0.0,0.0,0.0,0.0
11,-4.0,-17.0,100.0,0.0,0.0,0.0,0.0
12,-2.0,-17.0,128.0,0.0,0.0,0.0,0.0
13,0.0,-17.0,180.0,0.0,0.0,0.0,0.0
14,2.0,-17.0,128.0,0.0,0.0,0.0,0.0
15,4.0,-17.0,100.0,0.0,0.0,0.0,0.0
16,-5.0,-16.0,81.0,0.0,0.0,0.0,0.0
17,-3.0,-16.0,100.0,0.0,0.0,0.0,0.0
18,-1.0,-16.0,128.0,0.0,0.0,0.0,0.0
19,1.0,-16.0,128.0,0.0,0.0,0.0,0.0
20,3.0,-16.0,100.0,0.0,0.0,0.0,0.0
21,5.0,-16.0,81.0,0.0,0.0,0.0,0.0
22,-6.0,-15.0,69.0,0.0,0.0,0.0,0.0
23,-4.0,-15.0,81.0,0.0,0.0,0.0,0.0
24,-2.0,-15.0,100.0,0.0,0.0,0.0,0.0
25,0.0,-15.0,128.0,0.0,0.0,0.0,0.0
26,2.0,-15.0,100.0,0.0,0.0,0.0,0.0
27,4.0,-15.0,81.0,0.0,0.0,0.0,0.0
28,6.0,-15.0,69.0,0.0,0.0,0.0,0.0
29,-7.0,-14.0,60.0,0.0,0.0,0.0,0.0
30,-5.0,-14.0,69.0,0.0,0.0,0.0,0.0
31,-3.0,-14.0,81.0,0.0,0.0,0.0,0.0
32,-1.0,-14.0,100.0,0.0,0.0,0.0,0.0
33,1.0,-14.0,100.0,0.0,0.0,0.0,0.0
34,3.0,-14.0,81.0,0.0,0.0,0.0,0.0
35,5.0,-14.0,69.0,0.0,0.0,0.0,0.0
36,7.0,-14.0,60.0,0.0,0.0,0.0,0.0
37,-8.0,-13.0,52.0,0.0,0.0,0.0,0.0
38,-6.0,-13.0,60.0,0.0,0.0,0.0,0.0
39,-4.0,-13.0,69.0,0.0,0.0,0.0,0.0
40,-2.0,-13.0,81.0,0.0,0.0,0.0,0.0
41,0.0,-13.0,100.0,0.0,0.0,0.0,0.0
42,2.0,-13.0,81.0,0.0,0.0,0.0,0.0
43,4.0,-13.0,69.0,0.0,0.0,0.0,0.0
44,6.0,-13.0,60.0,0.0,0.0,0.0,0.0
45,8.0,-13.0,52.0,0.0,0.0,0.0,0.0
46,-9.0,-12.0,47.0,0.0,0.0,0.0,0.0
47,-7.0,-12.0,52.0,0.0,0.0,0.0,0.0
48,-5.0,-12.0,60.0,0.0,0.0,0.0,0.0
49,-3.0,-12.0,69.0,0.0,0.0,0.0,0.0
50,-1.0,-12.0,81.0,0.0,0.0,0.0,0.0
51,1.0,-12.0,81.0,0.0,0.0,0.0,0.0
52,3.0,-12.0,69.0,0.0,0.0,0.0,0.0
53,5.0,-12.0,60.0,0.0,0.0,0.0,0.0
54,7.0,-12.0,52.0,0.0,0.0,0.0,0.0
55,9.0,-12.0,47.0,0.0,0.0,0.0,0.0
56,-10.0,-11.0,42.0,0.0,0.0,0.0,0.0
57,-8.0,-11.0,47.0,0.0,0.0,0.0,0.0
58,-6.0,-11.0,52.0,0.0,0.0,0.0,0.0
59,-4.0,-11.0,60.0,0.0,0.0,0.0,0.0
60,-2.0,-11.0,69.0,0.0,0.0,0.0,0.0
61,0.0,-11.0,81.0,0.0,0.0,0.0,0.0
62,2.0,-11.0,69.0,0.0,0.0,0.0,0.0
63,4.0,-11.0,60.0,0.0,0.0,0.0,0.0
64,6.0,-11.0,52.0,0.0,0.0,0.0,0.0
65,8.0,-11.0,47.0,0.0,0.0,0.0,0.0
66,10.0,-11.0,42.0,0.0,0.0,0.0,0.0
67,-11.0,-10.0,39.0,0.0,0.0,0.0,0.0
68,-9.0,-10.0,42.0,0.0,0.0,0.0,0.0
69,-7.0,-10.0,47.0,0.0,0.0,0.0,0.0
70,-5.0,-10.0,52.0,0.0,0.0,0.0,0.0
71,-3.0,-10.0,60.0,0.0,0.0,0.0,0.0
72,-1.0,-10.0,69.0,0.0,0.0,0.0,0.0
73,1.0,-10.0,69.0,0.0,0.0,0.0,0.0
74,3.0,-10.0,60.0,0.0,0.0,0.0,0.0
75,5.0,-10.0,52.0,0.0,0.0,0.0,0.0
76,7.0,-10.0,47.0,0.0,0.0,0.0,0.0
77,9.0,-10.0,42.0,0.0,0.0,0.0,0.0
78,11.0,-10.0,39.0,0.0,0.0,0.0,0.0
79,-12.0,-9.0,36.0,0.0,0.0,0.0,0.0
80,-10.0,-9.0,39.0,0.0,0.0,0.0,0.0
81,-8.0,-9.0,42.0,0.0,0.0,0.0,0.0
82,-6.0,-9.0,47.0,0.0,0.0,0.0,0.0
83,-4.0,-9.0,52.0,0.0,0.0,0.0,0.0
84,-2.0,-9.0,60.0,0.0,0.0,0.0,0.0
