in,x,y,qc,tc,tr,te,tl
2,365.0,689,48.0,0.0,0.0,0.0,0.0
3,146.0,180,63.0,0.0,0.0,0.0,0.0
4,792.0,5,27.0,0.0,0.0,0.0,0.0
5,658.0,510,66.0,0.0,0.0,0.0,0.0
6,461.0,270,86.0,0.0,0.0,0.0,0.0
7,299.0,531,14.0,0.0,0.0,0.0,0.0
8,812.0,228,26.0,0.0,0.0,0.0,0.0
9,643.0,90,47.0,0.0,0.0,0.0,0.0
10,615.0,630,66.0,0.0,0.0,0.0,0.0
11,258.0,42,85.0,0.0,0.0,0.0,0.0
12,616.0,299,22.0,0.0,0.0,0.0,0.0
13,475.0,957,30.0,0.0,0.0,0.0,0.0
14,425.0,473,89.0,0.0,0.0,0.0,0.0
15,406.0,64,51.0,0.0,0.0,0.0,0.0
16,656.0,369,11.0,0.0,0.0,0.0,0.0
17,202.0,467,82.0,0.0,0.0,0.0,0.0
18,318.0,21,92.0,0.0,0.0,0.0,0.0
19,579.0,587,85.0,0.0,0.0,0.0,0.0
20,458.0,354,51.0,0.0,0.0,0.0,0.0
21,575.0,871,90.0,0.0,0.0,0.0,0.0
22,47.0,512,6.0,0.0,0.0,0.0,0.0
23,568.0,742,68.0,0.0,0.0,0.0,0.0
24,128.0,436,73.0,0.0,0.0,0.0,0.0
25,546.0,806,94.0,0.0,0.0,0.0,0.0
26,197.0,696,7.0,0.0,0.0,0.0,0.0
27,615.0,300,12.0,0.0,0.0,0.0,0.0
28,852.0,563,70.0,0.0,0.0,0.0,0.0
29,772.0,803,97.0,0.0,0.0,0.0,0.0
30,678.0,342,41.0,0.0,0.0,0.0,0.0
31,916.0,176,30.0,0.0,0.0,0.0,0.0
32,390.0,949,8.0,0.0,0.0,0.0,0.0
33,113.0,782,11.0,0.0,0.0,0.0,0.0
34,226.0,736,25.0,0.0,0.0,0.0,0.0
35,119.0,923,10.0,0.0,0.0,0.0,0.0
36,584.0,572,75.0,0.0,0.0,0.0,0.0
37,134.0,554,17.0,0.0,0.0,0.0,0.0
38,912.0,173,36.0,0.0,0.0,0.0,0.0
39,827.0,233,6.0,0.0,0.0,0.0,0.0
40,851.0,677,54.0,0.0,0.0,0.0,0.0
41,598.0,322,12.0,0.0,0.0,0.0,0.0
