0,25.45584412,14.56021978,19.6468827,7.071067812,25,9.219544457,14.14213562,15.8113883,23.60084744,26,29.15475947,12.08304597,22.56102835,27.80287755,27.20294102,19.41648784,8.062257748,34.88552709,23.40939982,36.76955262,27.29468813,30.41381265,31.38470965,33.13608305,33.24154028,6.08276253,16.15549442,24.51530134,18.43908891,14.31782106,37.10795063,22.20360331,17.80449381,10,18.02775638,33.10589071,32.01562119,26.92582404,22.36067977,14.14213562,36.23534186,36.06937759,31.89043744,20.61552813,14.14213562,11.18033989,26.92582404,20.61552813,28.0713377,29.68164416,11.04536102,14.14213562,22.6715681,27.01851217,42.42640687,37.16180835,28.17800561,20,38.41874542,43.26661531,34.23448554,22.36067977,22.36067977,43.01162634,31.6227766,36.23534186,5.385164807,7.280109889,37.36308338,41.23105626,39.8246155,20.61552813,20.61552813,20,3
25.45584412,0,14.56021978,23.02172887,26.41968963,33.06055051,16.2788206,39.59797975,40.22437072,37.21558813,47.5394573,54.20332093,31.78049716,42.05948169,53.15072906,40.04996879,14.03566885,24.59674775,36.40054945,47.70744177,44.72135955,23.76972865,9.848857802,12.52996409,25.8069758,42.29657197,30.61045573,35.11409973,14.31782106,30.2654919,21.37755833,54.74486277,31,8.062257748,33.28663395,43.27817002,34.17601498,38.63935817,50.60632372,38.83297568,29.12043956,11.18033989,10.63014581,6.708203932,26.01922366,29.12043956,35.22782991,28.86173938,26.01922366,18.86796226,34.71310992,18.38477631,35.77708764,48.10405388,48.84669897,49.47726751,16.2788206,43.28972164,42.04759208,63.78087488,45.69463864,21.26029163,8.246211251,8.246211251,18.38477631,55.56977596,61.03277808,30.47950131,19.41648784,33.28663395,46.17358552,40.71854614,40.16217126,5.385164807,18.11077028,23.43074903
14.56021978,14.56021978,0,24.20743687,12.72792206,19.92485885,8.544003745,27.78488798,26.87005769,34.4818793,40.19950248,43.38202393,25.01999201,27.51363298,40.45985665,26.07680962,18.02775638,18.24828759,40.36087214,34.05877273,32.31098884,15.26433752,16.40121947,25.07987241,33.61547263,42.48529157,20.61552813,20.61552813,10.04987562,16,7,50.24937811,30.41381265,10.44030651,19.79898987,30.61045573,24.08318916,26.40075756,41.48493703,34.525353,24.73863375,25.63201124,24.18677324,21.1896201,26.62705391,14.56021978,21.9317122,17.80449381,13,26.83281573,36.61966685,14.76482306,21.63330765,36.35931793,34.43835072,51.10772936,30.01666204,29.01723626,34.23448554,50.99019514,35.60898763,20,8.485281374,16.4924225,29.69848481,46.17358552,50.56678752,18.35755975,7.280109889,26.07680962,34.98571137,31.144823,34.0147027,9.219544457,7.211102551,11.70469991
19.6468827,23.02172887,24.20743687,0,26,42.20189569,16.2788206,29.42787794,34,14.86606875,28.31960452,39.44616585,15.23154621,42.20189569,42.72001873,46.06517123,9,12.04159458,16.2788206,41.10960958,54.64430437,39.40812099,32.38826948,19.72308292,14.14213562,19.41648784,20.02498439,35.73513677,32.20248438,36.35931793,29.06888371,32.57299495,8.062257748,16.76305461,29.42787794,34.36568055,48.10405388,49.2036584,33.42154993,17.49285568,10.29563014,29.41088234,31.57530681,26.47640459,3,32.64965543,30.14962686,41.72529209,36.12478374,11.40175425,12.52996409,10,33.73425559,36.05551275,46.17358552,27.31300057,25,47.5394573,24.20743687,52.55473337,59.41380311,41.78516483,26.57066051,15.03329638,40.44749683,38.28837944,45,24.18677324,20.80865205,50.21951812,58.25804665,55.1724569,20.51828453,21.84032967,31.40063694,20.61552813
7.071067812,26.41968963,12.72792206,26,0,18.02775638,12.04159458,15.8113883,14.14213562,30.61045573,31.40063694,31.6227766,18.86796226,17,27.80287755,20.24845673,24.0208243,15,41.67733197,21.40093456,29.69848481,22.02271555,29.06888371,34.71310992,38.83297568,40.31128874,11.70469991,10.04987562,21.47091055,11.40175425,9.219544457,43.32435804,29.20616373,19.92485885,7.071067812,18.02775638,26.57066051,25,31.06444913,29.15475947,21.21320344,37.58989226,36.61966685,33.12099032,27.29468813,7.071067812,9.219544457,20.61552813,14.31782106,33.13608305,36.61966685,16.4924225,9.486832981,24.16609195,22.8035085,49.49747468,40.26164428,21.54065923,25.49509757,38.28837944,36.35931793,30.3644529,21.21320344,25.49509757,42.42640687,35.35533906,38.89730068,7,7.280109889,31.40063694,34.20526275,33.10589071,26.92582404,21.09502311,15.8113883,5.385164807
25,33.06055051,19.92485885,42.20189569,18.02775638,0,26.07680962,30.41381265,25,48.60041152,48.38388161,45,36.89173349,16.55294536,37.65634077,8.062257748,37.57658846,32.55764119,58.41232747,28.86173938,12.52996409,13.03840481,29.83286778,44.72135955,53.22593353,58.13776741,29.52964612,14,20.39607805,6.708203932,13.41640786,60.92618485,46.66904756,30.3644529,20.61552813,30,10.04987562,7.071067812,46.69047012,47.16990566,39.05124838,43.10452412,40.44749683,39.01281841,44.04543109,11.18033989,22.36067977,7.071067812,7.071067812,46.61544808,53.81449619,32.20248438,18.02775638,37,24.18677324,67.26812024,49.25444142,12.20655562,42.72001873,46.4865572,18.35755975,23.60084744,25,36.40054945,42.72001873,50.24937811,52.03844733,24.16609195,21.40093456,16.76305461,16.2788206,15.5241747,44.72135955,28.28427125,15,22.6715681
9.219544457,16.2788206,8.544003745,16.2788206,12.04159458,26.07680962,0,23.34523506,24.59674775,25.96150997,32.75667871,38.01315562,17.11724277,29.01723626,37.01351105,30.6757233,12.16552506,10,32.55764119,32.20248438,38.58756276,23.70653918,22.13594362,22.8035085,27.51363298,34,14.4222051,22,18.11077028,20.61552813,12.80624847,42.04759208,21.9544984,8.602325267,18.02775638,27.20294102,31.89043744,33.01514804,34.92849839,26.17250466,16.2788206,27.01851217,26.90724809,22.6715681,18.43908891,17.4642492,19.6977156,25.49509757,19.84943324,21.37755833,28.42534081,6.403124237,21.37755833,31.82766093,34.71310992,42.72001873,28.46049894,32.75667871,26.92582404,47.63402146,43.13930922,28.16025568,14.31782106,13.60147051,34.13209633,39.81205847,44.94441011,14.4222051,5.099019514,34.4818793,42.01190308,38.94868419,26.07680962,11.66190379,15.65247584,7.615773106
14.14213562,39.59797975,27.78488798,29.42787794,15.8113883,30.41381265,23.34523506,0,7.071067812,25.63201124,18.86796226,15.8113883,15.03329638,19.20937271,13.89244399,28.63564213,32.20248438,18.02775638,41.43669871,12.16552506,39.39543121,37.48332963,44.10215414,44.77722635,43.56604182,35.84689666,9.848857802,16.76305461,37.16180835,24.08318916,25,32.20248438,28.16025568,31.89043744,10,5,40.19950248,36.40054945,16.2788206,22.36067977,20,50.32891813,50.20956084,46.01086828,29.06888371,20,8.062257748,35,29.06888371,39.84971769,35.51056181,23.70653918,12.64911064,8.602325267,19.23538406,44.72135955,50.60632372,27.45906044,14.14213562,24.41311123,48.08326112,46.17358552,36.05551275,36.05551275,57.00877125,20,23.08679276,9.433981132,20.80865205,46,44.94441011,45.89117562,18.02775638,34.71310992,31.6227766,16.40121947
15.8113883,40.22437072,26.87005769,34,14.14213562,25,24.59674775,7.071067812,0,32.20248438,25.8069758,20,20.88061302,12.20655562,13.89244399,22.13594362,35.17101079,22.02271555,47.29693436,7.615773106,32.89376841,33.83784863,43.18564576,47.16990566,48.0416486,42.48529157,14.03566885,11,35.22782991,19.23538406,22.47220505,39.20459157,33.95585369,33.12099032,7.071067812,5,35.0142828,30.41381265,22.47220505,29.15475947,25.49509757,51.31276644,50.60632372,46.87216658,34.13209633,15.8113883,5,30.41381265,25,43.56604182,41.48493703,26.68332813,7.071067812,12,12.64911064,51.4781507,52.92447449,20.59126028,21.21320344,24.20743687,41.97618372,43.38202393,35.35533906,38.07886553,56.56854249,25.49509757,27.07397274,10.44030651,20.80865205,41.30375286,38.60051813,40.19950248,25,35,29.15475947,17
23.60084744,37.21558813,34.4818793,14.86606875,30.61045573,48.60041152,25.96150997,25.63201124,32.20248438,0,15.65247584,29.61418579,12.04159458,43.26661531,36.05551275,50.20956084,23.53720459,16.55294536,17.2626765,37.64306045,60.20797289,49.39635614,46,34.43835072,24.8394847,10.29563014,19.84943324,38.28837944,43.93176527,42.01190308,37.12142239,17.72004515,7.211102551,30,30.61045573,30.3644529,56.43580424,55.6057551,22.13594362,4.123105626,9.848857802,44.27188724,46.32493929,41.23105626,12.08304597,37.64306045,30.23243292,50.11985634,43.9089968,25.23885893,11.40175425,20.22374842,35,29.06888371,44.77722635,19.41648784,39.44616585,50.44799302,14.03566885,44.28317965,66.85057965,53.93514624,39.20459157,29.61418579,55.10898293,26.40075756,33.61547263,25.49509757,28.63564213,60.00833275,64.81512169,63.28506933,9.055385138,35.0142828,41.43669871,26.07680962
