in,x,y,qc,tc,tr,te,tl
2,18.0,761,1.0,0.0,0.0,0.0,0.0
3,835.0,397,1.0,0.0,0.0,0.0,0.0
4,299.0,16,1.0,0.0,0.0,0.0,0.0
5,31.0,168,1.0,0.0,0.0,0.0,0.0
6,142.0,257,1.0,0.0,0.0,0.0,0.0
7,242.0,984,1.0,0.0,0.0,0.0,0.0
8,612.0,357,1.0,0.0,0.0,0.0,0.0
9,663.0,812,1.0,0.0,0.0,0.0,0.0
10,105.0,188,1.0,0.0,0.0,0.0,0.0
11,487.0,636,1.0,0.0,0.0,0.0,0.0
12,993.0,703,1.0,0.0,0.0,0.0,0.0
13,672.0,148,1.0,0.0,0.0,0.0,0.0
14,506.0,259,1.0,0.0,0.0,0.0,0.0
15,953.0,706,1.0,0.0,0.0,0.0,0.0
16,888.0,203,1.0,0.0,0.0,0.0,0.0
17,107.0,534,1.0,0.0,0.0,0.0,0.0
18,772.0,692,1.0,0.0,0.0,0.0,0.0
19,475.0,182,1.0,0.0,0.0,0.0,0.0
20,828.0,775,1.0,0.0,0.0,0.0,0.0
21,719.0,220,1.0,0.0,0.0,0.0,0.0
22,655.0,722,1.0,0.0,0.0,0.0,0.0
23,844.0,197,1.0,0.0,0.0,0.0,0.0
24,918.0,600,1.0,0.0,0.0,0.0,0.0
25,460.0,844,1.0,0.0,0.0,0.0,0.0
26,739.0,102,1.0,0.0,0.0,0.0,0.0
27,301.0,523,1.0,0.0,0.0,0.0,0.0
28,341.0,627,1.0,0.0,0.0,0.0,0.0
29,989.0,936,1.0,0.0,0.0,0.0,0.0
30,935.0,602,1.0,0.0,0.0,0.0,0.0
31,44.0,72,1.0,0.0,0.0,0.0,0.0
32,861.0,67,1.0,0.0,0.0,0.0,0.0
33,163.0,416,1.0,0.0,0.0,0.0,0.0
34,981.0,503,1.0,0.0,0.0,0.0,0.0
35,722.0,397,1.0,0.0,0.0,0.0,0.0
36,317.0,903,1.0,0.0,0.0,0.0,0.0
37,547.0,95,1.0,0.0,0.0,0.0,0.0
38,944.0,106,1.0,0.0,0.0,0.0,0.0
39,935.0,192,1.0,0.0,0.0,0.0,0.0
40,128.0,376,1.0,0.0,0.0,0.0,0.0
41,908.0,176,1.0,0.0,0.0,0.0,0.0
42,720.0,226,1.0,0.0,0.0,0.0,0.0
43,738.0,793,1.0,0.0,0.0,0.0,0.0
44,791.0,498,1.0,0.0,0.0,0.0,0.0
45,712.0,751,1.0,0.0,0.0,0.0,0.0
46,530.0,693,1.0,0.0,0.0,0.0,0.0
47,141.0,673,1.0,0.0,0.0,0.0,0.0
48,380.0,544,1.0,0.0,0.0,0.0,0.0
49,634.0,301,1.0,0.0,0.0,0.0,0.0
50,427.0,853,1.0,0.0,0.0,0.0,0.0
51,606.0,949,1.0,0.0,0.0,0.0,0.0
52,47.0,557,1.0,0.0,0.0,0.0,0.0
53,48.0,202,1.0,0.0,0.0,0.0,0.0
54,791.0,67,1.0,0.0,0.0,0.0,0.0
55,546.0,876,1.0,0.0,0.0,0.0,0.0
56,526.0,842,1.0,0.0,0.0,0.0,0.0
57,535.0,216,1.0,0.0,0.0,0.0,0.0
58,828.0,214,1.0,0.0,0.0,0.0,0.0
59,829.0,352,1.0,0.0,0.0,0.0,0.0
60,623.0,473,1.0,0.0,0.0,0.0,0.0
61,374.0,1000,1.0,0.0,0.0,0.0,0.0
62,74.0,187,1.0,0.0,0.0,0.0,0.0
63,275.0,415,1.0,0.0,0.0,0.0,0.0
64,726.0,789,1.0,0.0,0.0,0.0,0.0
65,51.0,597,1.0,0.0,0.0,0.0,0.0
66,894.0,395,1.0,0.0,0.0,0.0,0.0
67,159.0,743,1.0,0.0,0.0,0.0,0.0
68,301.0,893,1.0,0.0,0.0,0.0,0.0
69,755.0,946,1.0,0.0,0.0,0.0,0.0
70,978.0,261,1.0,0.0,0.0,0.0,0.0
71,709.0,153,1.0,0.0,0.0,0.0,0.0
72,391.0,153,1.0,0.0,0.0,0.0,0.0
73,876.0,370,1.0,0.0,0.0,0.0,0.0
74,846.0,725,1.0,0.0,0.0,0.0,0.0
75,604.0,107,1.0,0.0,0.0,0.0,0.0
76,117.0,709,1.0,0.0,0.0,0.0,0.0
77,507.0,89,1.0,0.0,0.0,0.0,0.0
78,348.0,744,1.0,0.0,0.0,0.0,0.0
79,476.0,204,1.0,0.0,0.0,0.0,0.0
80,181.0,957,1.0,0.0,0.0,0.0,0.0
81,948.0,710,1.0,0.0,0.0,0.0,0.0
82,158.0,788,1.0,0.0,0.0,0.0,0.0
83,414.0,685,1.0,0.0,0.0,0.0,0.0
84,358.0,66,1.0,0.0,0.0,0.0,0.0
85,196.0,732,1.0,0.0,0.0,0.0,0.0
86,283.0,343,1.0,0.0,0.0,0.0,0.0
87,456.0,931,1.0,0.0,0.0,0.0,0.0
88,5.0,468,1.0,0.0,0.0,0.0,0.0
89,459.0,43,1.0,0.0,0.0,0.0,0.0
90,555.0,414,1.0,0.0,0.0,0.0,0.0
91,94.0,964,1.0,0.0,0.0,0.0,0.0
92,558.0,360,1.0,0.0,0.0,0.0,0.0
93,641.0,424,1.0,0.0,0.0,0.0,0.0
94,132.0,16,1.0,0.0,0.0,0.0,0.0
95,777.0,947,1.0,0.0,0.0,0.0,0.0
96,25.0,205,1.0,0.0,0.0,0.0,0.0
97,852.0,45,1.0,0.0,0.0,0.0,0.0
98,5.0,686,1.0,0.0,0.0,0.0,0.0
99,400.0,682,1.0,0.0,0.0,0.0,0.0
100,501.0,234,1.0,0.0,0.0,0.0,0.0
101,905.0,968,1.0,0.0,0.0,0.0,0.0
102,492.0,971,1.0,0.0,0.0,0.0,0.0
103,817.0,114,1.0,0.0,0.0,0.0,0.0
104,651.0,941,1.0,0.0,0.0,0.0,0.0
105,817.0,643,1.0,0.0,0.0,0.0,0.0
106,735.0,937,1.0,0.0,0.0,0.0,0.0
107,333.0,829,1.0,0.0,0.0,0.0,0.0
108,223.0,584,1.0,0.0,0.0,0.0,0.0
109,306.0,412,1.0,0.0,0.0,0.0,0.0
110,209.0,663,1.0,0.0,0.0,0.0,0.0
111,206.0,549,1.0,0.0,0.0,0.0,0.0
112,542.0,691,1.0,0.0,0.0,0.0,0.0
113,296.0,10,1.0,0.0,0.0,0.0,0.0
114,215.0,747,1.0,0.0,0.0,0.0,0.0
115,148.0,641,1.0,0.0,0.0,0.0,0.0
116,9.0,553,1.0,0.0,0.0,0.0,0.0
117,411.0,59,1.0,0.0,0.0,0.0,0.0
118,382.0,800,1.0,0.0,0.0,0.0,0.0
119,824.0,612,1.0,0.0,0.0,0.0,0.0
120,608.0,727,1.0,0.0,0.0,0.0,0.0
121,481.0,574,1.0,0.0,0.0,0.0,0.0
122,169.0,950,1.0,0.0,0.0,0.0,0.0
123,350.0,608,1.0,0.0,0.0,0.0,0.0
124,396.0,536,1.0,0.0,0.0,0.0,0.0
125,36.0,459,1.0,0.0,0.0,0.0,0.0
126,359.0,339,1.0,0.0,0.0,0.0,0.0
127,798.0,917,1.0,0.0,0.0,0.0,0.0
128,10.0,569,1.0,0.0,0.0,0.0,0.0
129,813.0,10,1.0,0.0,0.0,0.0,0.0
130,569.0,627,1.0,0.0,0.0,0.0,0.0
131,692.0,467,1.0,0.0,0.0,0.0,0.0
132,166.0,178,1.0,0.0,0.0,0.0,0.0
133,247.0,413,1.0,0.0,0.0,0.0,0.0
134,738.0,487,1.0,0.0,0.0,0.0,0.0
135,508.0,327,1.0,0.0,0.0,0.0,0.0
136,158.0,986,1.0,0.0,0.0,0.0,0.0
137,983.0,244,1.0,0.0,0.0,0.0,0.0
138,637.0,109,1.0,0.0,0.0,0.0,0.0
139,177.0,207,1.0,0.0,0.0,0.0,0.0
140,357.0,374,1.0,0.0,0.0,0.0,0.0
141,361.0,972,1.0,0.0,0.0,0.0,0.0
142,365.0,701,1.0,0.0,0.0,0.0,0.0
143,582.0,957,1.0,0.0,0.0,0.0,0.0
144,712.0,996,1.0,0.0,0.0,0.0,0.0
145,932.0,452,1.0,0.0,0.0,0.0,0.0
146,847.0,981,1.0,0.0,0.0,0.0,0.0
147,60.0,66,1.0,0.0,0.0,0.0,0.0
148,252.0,267,1.0,0.0,0.0,0.0,0.0
149,944.0,435,1.0,0.0,0.0,0.0,0.0
150,338.0,688,1.0,0.0,0.0,0.0,0.0
151,900.0,168,1.0,0.0,0.0,0.0,0.0
152,583.0,871,1.0,0.0,0.0,0.0,0.0
153,852.0,59,1.0,0.0,0.0,0.0,0.0
154,921.0,72,1.0,0.0,0.0,0.0,0.0
155,845.0,534,1.0,0.0,0.0,0.0,0.0
156,387.0,253,1.0,0.0,0.0,0.0,0.0
157,812.0,354,1.0,0.0,0.0,0.0,0.0
158,5.0,404,1.0,0.0,0.0,0.0,0.0
159,590.0,575,1.0,0.0,0.0,0.0,0.0
160,930.0,128,1.0,0.0,0.0,0.0,0.0
161,184.0,742,1.0,0.0,0.0,0.0,0.0
162,832.0,466,1.0,0.0,0.0,0.0,0.0
163,285.0,346,1.0,0.0,0.0,0.0,0.0
164,548.0,976,1.0,0.0,0.0,0.0,0.0
165,32.0,531,1.0,0.0,0.0,0.0,0.0
