in,x,y,qc,tc,tr,te,tl
2,735.0,289,6.0,0.0,0.0,0.0,0.0
3,841.0,735,10.0,0.0,0.0,0.0,0.0
4,846.0,821,8.0,0.0,0.0,0.0,0.0
5,907.0,810,5.0,0.0,0.0,0.0,0.0
6,55.0,136,6.0,0.0,0.0,0.0,0.0
7,372.0,422,9.0,0.0,0.0,0.0,0.0
8,437.0,584,8.0,0.0,0.0,0.0,0.0
9,509.0,822,6.0,0.0,0.0,0.0,0.0
10,57.0,519,7.0,0.0,0.0,0.0,0.0
11,563.0,333,10.0,0.0,0.0,0.0,0.0
12,750.0,8,8.0,0.0,0.0,0.0,0.0
13,644.0,692,6.0,0.0,0.0,0.0,0.0
14,123.0,787,10.0,0.0,0.0,0.0,0.0
15,865.0,618,6.0,0.0,0.0,0.0,0.0
16,833.0,453,7.0,0.0,0.0,0.0,0.0
17,736.0,643,6.0,0.0,0.0,0.0,0.0
18,90.0,930,9.0,0.0,0.0,0.0,0.0
19,804.0,192,8.0,0.0,0.0,0.0,0.0
20,435.0,164,10.0,0.0,0.0,0.0,0.0
21,540.0,911,10.0,0.0,0.0,0.0,0.0
22,747.0,80,9.0,0.0,0.0,0.0,0.0
23,486.0,239,9.0,0.0,0.0,0.0,0.0
24,511.0,784,9.0,0.0,0.0,0.0,0.0
25,639.0,247,7.0,0.0,0.0,0.0,0.0
26,337.0,11,7.0,0.0,0.0,0.0,0.0
27,95.0,706,8.0,0.0,0.0,0.0,0.0
28,719.0,839,7.0,0.0,0.0,0.0,0.0
29,943.0,421,5.0,0.0,0.0,0.0,0.0
30,55.0,633,5.0,0.0,0.0,0.0,0.0
31,396.0,807,7.0,0.0,0.0,0.0,0.0
32,916.0,252,9.0,0.0,0.0,0.0,0.0
33,191.0,716,6.0,0.0,0.0,0.0,0.0
34,552.0,500,9.0,0.0,0.0,0.0,0.0
35,226.0,520,10.0,0.0,0.0,0.0,0.0
36,666.0,833,9.0,0.0,0.0,0.0,0.0
37,450.0,431,8.0,0.0,0.0,0.0,0.0
38,427.0,307,8.0,0.0,0.0,0.0,0.0
39,4.0,89,5.0,0.0,0.0,0.0,0.0
40,736.0,784,5.0,0.0,0.0,0.0,0.0
41,615.0,382,8.0,0.0,0.0,0.0,0.0
42,739.0,386,5.0,0.0,0.0,0.0,0.0
43,229.0,527,10.0,0.0,0.0,0.0,0.0
44,594.0,197,7.0,0.0,0.0,0.0,0.0
45,910.0,398,8.0,0.0,0.0,0.0,0.0
46,492.0,214,7.0,0.0,0.0,0.0,0.0
47,974.0,107,6.0,0.0,0.0,0.0,0.0
48,914.0,556,5.0,0.0,0.0,0.0,0.0
49,384.0,827,9.0,0.0,0.0,0.0,0.0
50,151.0,908,8.0,0.0,0.0,0.0,0.0
51,390.0,873,10.0,0.0,0.0,0.0,0.0
52,70.0,232,5.0,0.0,0.0,0.0,0.0
53,418.0,29,5.0,0.0,0.0,0.0,0.0
54,128.0,721,7.0,0.0,0.0,0.0,0.0
55,211.0,129,5.0,0.0,0.0,0.0,0.0
56,641.0,993,8.0,0.0,0.0,0.0,0.0
57,220.0,883,10.0,0.0,0.0,0.0,0.0
58,293.0,551,8.0,0.0,0.0,0.0,0.0
59,244.0,952,9.0,0.0,0.0,0.0,0.0
60,910.0,489,9.0,0.0,0.0,0.0,0.0
61,324.0,280,5.0,0.0,0.0,0.0,0.0
62,466.0,437,6.0,0.0,0.0,0.0,0.0
63,879.0,676,6.0,0.0,0.0,0.0,0.0
64,359.0,770,5.0,0.0,0.0,0.0,0.0
65,95.0,631,9.0,0.0,0.0,0.0,0.0
66,920.0,56,9.0,0.0,0.0,0.0,0.0
67,577.0,407,6.0,0.0,0.0,0.0,0.0
68,178.0,769,8.0,0.0,0.0,0.0,0.0
69,225.0,359,9.0,0.0,0.0,0.0,0.0
70,882.0,228,10.0,0.0,0.0,0.0,0.0
71,385.0,516,5.0,0.0,0.0,0.0,0.0
72,759.0,814,9.0,0.0,0.0,0.0,0.0
73,234.0,405,5.0,0.0,0.0,0.0,0.0
74,33.0,412,10.0,0.0,0.0,0.0,0.0
75,423.0,135,7.0,0.0,0.0,0.0,0.0
76,194.0,121,7.0,0.0,0.0,0.0,0.0
77,970.0,723,6.0,0.0,0.0,0.0,0.0
78,6.0,206,10.0,0.0,0.0,0.0,0.0
79,392.0,669,10.0,0.0,0.0,0.0,0.0
80,782.0,300,5.0,0.0,0.0,0.0,0.0
81,107.0,786,6.0,0.0,0.0,0.0,0.0
82,889.0,855,10.0,0.0,0.0,0.0,0.0
83,68.0,280,8.0,0.0,0.0,0.0,0.0
84,522.0,848,5.0,0.0,0.0,0.0,0.0
85,653.0,78,7.0,0.0,0.0,0.0,0.0
86,719.0,736,5.0,0.0,0.0,0.0,0.0
87,809.0,404,5.0,0.0,0.0,0.0,0.0
88,620.0,655,5.0,0.0,0.0,0.0,0.0
89,439.0,605,7.0,0.0,0.0,0.0,0.0
90,990.0,874,7.0,0.0,0.0,0.0,0.0
91,46.0,236,9.0,0.0,0.0,0.0,0.0
92,980.0,500,10.0,0.0,0.0,0.0,0.0
93,625.0,383,9.0,0.0,0.0,0.0,0.0
94,146.0,430,6.0,0.0,0.0,0.0,0.0
95,795.0,241,6.0,0.0,0.0,0.0,0.0
96,714.0,554,10.0,0.0,0.0,0.0,0.0
97,200.0,946,7.0,0.0,0.0,0.0,0.0
98,89.0,207,6.0,0.0,0.0,0.0,0.0
99,144.0,648,10.0,0.0,0.0,0.0,0.0
100,633.0,877,8.0,0.0,0.0,0.0,0.0
101,482.0,843,5.0,0.0,0.0,0.0,0.0
102,670.0,150,8.0,0.0,0.0,0.0,0.0
103,763.0,951,6.0,0.0,0.0,0.0,0.0
104,755.0,922,8.0,0.0,0.0,0.0,0.0
105,615.0,139,6.0,0.0,0.0,0.0,0.0
106,192.0,844,9.0,0.0,0.0,0.0,0.0
107,396.0,409,10.0,0.0,0.0,0.0,0.0
108,799.0,30,10.0,0.0,0.0,0.0,0.0
109,72.0,916,8.0,0.0,0.0,0.0,0.0
110,917.0,12,10.0,0.0,0.0,0.0,0.0
111,370.0,551,7.0,0.0,0.0,0.0,0.0
112,686.0,937,6.0,0.0,0.0,0.0,0.0
113,156.0,769,6.0,0.0,0.0,0.0,0.0
114,553.0,21,5.0,0.0,0.0,0.0,0.0
115,86.0,666,8.0,0.0,0.0,0.0,0.0
116,42.0,261,7.0,0.0,0.0,0.0,0.0
117,494.0,309,8.0,0.0,0.0,0.0,0.0
118,767.0,378,8.0,0.0,0.0,0.0,0.0
119,528.0,311,7.0,0.0,0.0,0.0,0.0
120,697.0,21,6.0,0.0,0.0,0.0,0.0
121,545.0,665,7.0,0.0,0.0,0.0,0.0
122,675.0,228,9.0,0.0,0.0,0.0,0.0
123,752.0,812,7.0,0.0,0.0,0.0,0.0
124,180.0,120,7.0,0.0,0.0,0.0,0.0
125,94.0,979,5.0,0.0,0.0,0.0,0.0
126,348.0,861,6.0,0.0,0.0,0.0,0.0
127,397.0,753,5.0,0.0,0.0,0.0,0.0
128,229.0,855,9.0,0.0,0.0,0.0,0.0
129,756.0,910,5.0,0.0,0.0,0.0,0.0
130,311.0,203,8.0,0.0,0.0,0.0,0.0
131,177.0,491,5.0,0.0,0.0,0.0,0.0
132,280.0,408,10.0,0.0,0.0,0.0,0.0
133,470.0,132,7.0,0.0,0.0,0.0,0.0
134,40.0,324,5.0,0.0,0.0,0.0,0.0
135,386.0,644,8.0,0.0,0.0,0.0,0.0
136,975.0,360,7.0,0.0,0.0,0.0,0.0
137,9.0,836,10.0,0.0,0.0,0.0,0.0
138,466.0,934,7.0,0.0,0.0,0.0,0.0
139,397.0,598,8.0,0.0,0.0,0.0,0.0
140,658.0,175,7.0,0.0,0.0,0.0,0.0
141,470.0,227,9.0,0.0,0.0,0.0,0.0
142,472.0,882,9.0,0.0,0.0,0.0,0.0
143,157.0,4,8.0,0.0,0.0,0.0,0.0
144,876.0,714,8.0,0.0,0.0,0.0,0.0
145,780.0,25,6.0,0.0,0.0,0.0,0.0
146,394.0,658,9.0,0.0,0.0,0.0,0.0
147,697.0,278,10.0,0.0,0.0,0.0,0.0
148,879.0,723,5.0,0.0,0.0,0.0,0.0
149,192.0,970,6.0,0.0,0.0,0.0,0.0
150,522.0,896,6.0,0.0,0.0,0.0,0.0
151,620.0,103,7.0,0.0,0.0,0.0,0.0
152,122.0,342,9.0,0.0,0.0,0.0,0.0
153,790.0,311,9.0,0.0,0.0,0.0,0.0
154,599.0,866,8.0,0.0,0.0,0.0,0.0
155,611.0,927,8.0,0.0,0.0,0.0,0.0
156,761.0,602,6.0,0.0,0.0,0.0,0.0
157,983.0,317,6.0,0.0,0.0,0.0,0.0
158,320.0,981,10.0,0.0,0.0,0.0,0.0
159,933.0,461,10.0,0.0,0.0,0.0,0.0
160,156.0,922,8.0,0.0,0.0,0.0,0.0
161,10.0,773,6.0,0.0,0.0,0.0,0.0
162,834.0,293,8.0,0.0,0.0,0.0,0.0
