0,33.10589071,72.24956747,70.9365914,106.1508361,21.63330765,70,17.20465053,78.91767863,48.82622246,10,28.28427125,60.8276253,76.65507159,55.4616985,56.92099788,13.41640786,72.11102551,62.28964601,88.81441324,26.30589288,56.14267539,60,69.85699679,46.17358552,32.31098884,14.14213562,47.07440918,54.40588203,76.94153625,72.24956747,78.81624198,64,69.85699679,60.16643583,76.02631123
33.10589071,0,89.28605714,69.85699679,101.133575,36.7151195,71.02112362,48.82622246,101.133575,54.03702434,42.19004622,18.11077028,57.72347876,46.17358552,64.28063472,83.23460819,24.08318916,45.69463864,37.73592453,78.23042886,47.70744177,31.6227766,33.10589071,78.02563681,24.08318916,26,42.52058325,28.8444102,58.03447251,52.83937925,46.5188134,68.9637586,36.76955262,48.41487375,70.45565982,94.25497334
72.24956747,89.28605714,0,43.8634244,66.2721661,54.33231083,39.39543121,60.16643583,18.97366596,38.83297568,65.11528238,71.47027354,48.41487375,107.8146558,28.42534081,30,84,94.76286192,86.55634003,68.9637586,46.04345773,84.40379138,90,23.40939982,78.89233169,64.62197769,58.54912467,73.78346698,38.20994635,92.19544457,93.33809512,63.56099433,92.45539465,83.5463943,22.627417,5.656854249
70.9365914,69.85699679,43.8634244,0,35.38361203,49.51767361,4.472135955,68.81860214,62.76941931,22.8035085,69.42621983,53.14132102,12.16552506,70.68238819,22.36067977,64,77.17512553,56.35601121,50.59644256,26.07680962,50.47771786,50.99019514,55.78530272,20.59126028,50,44.94441011,62.48199741,44,17.20465053,51.6139516,54.58937626,19.6977156,56.92099788,43.9089968,24.08318916,49.1934955
106.1508361,101.133575,66.2721661,35.38361203,0,84.85281374,37.20215048,104.019229,84,58.13776741,104.8045801,86.092973,45.607017,88.09086218,55.56977596,93.14504818,111.6064514,74,72.69112738,26,85.60373824,75.70997292,78.91767863,46.17358552,78.4346862,78.23042886,97.83659847,72.80109889,52.49761899,66.12110102,72,32.984845,78.40918314,62.12889827,54.62600113,70.0285656
21.63330765,36.7151195,54.33231083,49.51767361,84.85281374,0,48.41487375,22.36067977,64.62197769,27.20294102,20.59126028,21.26029163,40,69.85699679,34.17601498,46.86149806,30.59411708,61.6116872,51.41984053,68.9637586,11.3137085,46.17358552,51.26402247,48.70318265,36.76955262,18.97366596,14.56021978,34.92849839,32.80243893,64.28063472,61.18823416,59.05929224,55.02726597,56.0357029,39.29376541,58.85575588
70,71.02112362,39.39543121,4.472135955,37.20215048,48.41487375,0,66.84309987,58.30951895,21.26029163,67.88225099,53.85164807,14.14213562,74.24284477,18.97366596,60.03332408,76.94153625,60.03332408,53.85164807,30.2654919,48.41487375,53.85164807,58.82176468,16.1245155,52.15361924,45.607017,60.8276253,46.17358552,15.62049935,55.6057551,58.30951895,24.16609195,60.16643583,47.70744177,20,44.72135955
17.20465053,48.82622246,60.16643583,68.81860214,104.019229,22.36067977,66.84309987,0,64.03124237,46.04345773,7.211102551,39.29376541,60.8276253,89.28605714,49.51767361,40.79215611,30.52867504,82.60750571,72.44308111,90.37698822,18.43908891,66.75327707,71.38627319,62.80127387,56.88585061,40.04996879,8,56.14267539,51.6139516,86.02325267,82.3893197,80.62257748,75.31268154,78.02563681,52.80151513,63.15061362
78.91767863,101.133575,18.97366596,62.76941931,84,64.62197769,58.30951895,64.03124237,0,55.1724569,70.25667228,84.11896338,66.57326791,124.4507935,45.607017,24.73863375,91.78235124,111.9464158,103.247276,87.93179175,54.40588203,100.4987562,106.1508361,42.3792402,94.02127419,78.23042886,64.77653896,89.37561189,55.6057551,110,110.6345335,82.46211251,108.9036271,101.2126474,40.49691346,14.14213562
48.82622246,54.03702434,38.83297568,22.8035085,58.13776741,27.20294102,21.26029163,46.04345773,55.1724569,0,46.69047012,36,16.1245155,69.3108938,10.77032961,48.08326112,56.46237685,56.85068161,48.08326112,45.607017,27.78488798,45.607017,51.2249939,24,40.24922359,28.0713377,39.69886648,34.98571137,5.656854249,55.56977596,55.6057551,36.49657518,53.81449619,46.64761516,17.08800749,44.40720662
10,42.19004622,65.11528238,69.42621983,104.8045801,20.59126028,67.88225099,7.211102551,70.25667228,46.69047012,0,34.23448554,60.46486583,83.95236745,51.6139516,47.5394573,23.32380758,78.10249676,68.02940541,89.55445271,20.59126028,62.12889827,66.48308055,65.51335742,52.15361924,36.22154055,7.211102551,52.03844733,52.34500931,82.09750301,78.02563681,79.64923101,70.45565982,74.43117626,55.56977596,68.46897107
28.28427125,18.11077028,71.47027354,53.14132102,86.092973,21.26029163,53.85164807,39.29376541,84.11896338,36,34.23448554,0,41.23105626,50,46.17358552,67.94115101,27.20294102,44,34.05877273,65.11528238,32.55764119,28,32.24903099,60,18,8.246211251,31.6227766,18.97366596,40.19950248,48.66210024,44.04543109,55.31726674,36.22154055,41.76122604,52.34500931,76.55063684
60.8276253,57.72347876,48.41487375,12.16552506,45.607017,40,14.14213562,60.8276253,66.57326791,16.1245155,60.46486583,41.23105626,0,61.05735009,21.54065923,63.15061362,66.03029608,47.20169488,40.24922359,29.73213749,43.08131846,39.84971769,44.94441011,27.20294102,38.05259518,33.10589071,53.85164807,32.06243908,12.16552506,43.8634244,45.607017,20.39607805,46.5188134,35.38361203,26.07680962,54.03702434
76.65507159,46.17358552,107.8146558,70.68238819,88.09086218,69.85699679,74.24284477,89.28605714,124.4507935,69.3108938,83.95236745,50,61.05735009,0,79.39773297,113.7189518,70.0285656,14.56021978,21.26029163,62.12889827,80.49844719,24.41311123,18.86796226,88.20430828,33.10589071,50.99019514,81.60882305,36.05551275,69.65629907,22,16.4924225,57.27128425,15.62049935,27.20294102,85.27602242,113.4548368
55.4616985,64.28063472,28.42534081,22.36067977,55.56977596,34.17601498,18.97366596,49.51767361,45.607017,10.77032961,51.6139516,46.17358552,21.54065923,79.39773297,0,42.19004622,64.56004957,66.48308055,58.13776741,48.0416486,31.2409987,56.0357029,61.6116872,14.56021978,50.99019514,38.47076812,44.40720662,45.65084884,10,64.40496875,65.11528238,40.19950248,64.03124237,55.6057551,6.32455532,34.05877273
56.92099788,83.23460819,30,64,93.14504818,46.86149806,60.03332408,40.79215611,24.73863375,48.08326112,47.5394573,67.94115101,63.15061362,113.7189518,42.19004622,0,70.22819946,102.9563014,93.29523032,90.02221948,35.60898763,89.30845425,94.86832981,47.07440918,81.21576202,63.78087488,43.08131846,77.66595136,50.99019514,102.9563014,102,82.3893197,98.18350167,94.02127419,40.04996879,29.73213749
