in,x,y,qc,tc,tr,te,tl
2,1.0,49.0,1.0,0.0,0.0,0.0,0.0
3,87.0,25.0,14.0,0.0,0.0,0.0,0.0
4,69.0,65.0,15.0,0.0,0.0,0.0,0.0
5,93.0,91.0,11.0,0.0,0.0,0.0,0.0
6,33.0,31.0,18.0,0.0,0.0,0.0,0.0
7,71.0,61.0,2.0,0.0,0.0,0.0,0.0
8,29.0,9.0,22.0,0.0,0.0,0.0,0.0
9,93.0,7.0,7.0,0.0,0.0,0.0,0.0
10,55.0,47.0,18.0,0.0,0.0,0.0,0.0
11,23.0,13.0,23.0,0.0,0.0,0.0,0.0
12,19.0,47.0,12.0,0.0,0.0,0.0,0.0
13,57.0,63.0,21.0,0.0,0.0,0.0,0.0
14,5.0,95.0,2.0,0.0,0.0,0.0,0.0
15,65.0,43.0,14.0,0.0,0.0,0.0,0.0
16,69.0,1.0,9.0,0.0,0.0,0.0,0.0
17,3.0,25.0,10.0,0.0,0.0,0.0,0.0
18,19.0,91.0,4.0,0.0,0.0,0.0,0.0
19,21.0,81.0,19.0,0.0,0.0,0.0,0.0
20,67.0,91.0,2.0,0.0,0.0,0.0,0.0
21,41.0,23.0,20.0,0.0,0.0,0.0,0.0
22,19.0,75.0,15.0,0.0,0.0,0.0,0.0
23,15.0,79.0,11.0,0.0,0.0,0.0,0.0
24,79.0,47.0,6.0,0.0,0.0,0.0,0.0
25,19.0,65.0,13.0,0.0,0.0,0.0,0.0
26,27.0,49.0,19.0,0.0,0.0,0.0,0.0
27,29.0,17.0,13.0,0.0,0.0,0.0,0.0
28,25.0,65.0,8.0,0.0,0.0,0.0,0.0
29,59.0,51.0,15.0,0.0,0.0,0.0,0.0
30,27.0,95.0,18.0,0.0,0.0,0.0,0.0
31,21.0,91.0,11.0,0.0,0.0,0.0,0.0
32,61.0,83.0,21.0,0.0,0.0,0.0,0.0
33,15.0,83.0,12.0,0.0,0.0,0.0,0.0
34,31.0,87.0,2.0,0.0,0.0,0.0,0.0
35,71.0,41.0,23.0,0.0,0.0,0.0,0.0
36,91.0,21.0,11.0,0.0,0.0,0.0,0.0
