0,20.88061302,31.144823,66.60330322,66.91038783,78.89233169,30.23243292,28.60069929,82.07313811,18.68154169,69.65629907,60.40695324,49.73932046,43.829214,19.6977156,35.6931366,67.44627492,56.22277119,50.009999,65,54.20332093,88.09086218,45.607017,9.055385138,41.72529209,36.40054945,24.33105012,43.08131846,25,30.14962686,69.85699679,40.36087214,34.82814953,93.34880824,54.12023651,25.29822128,66.70832032,47.80167361,21.02379604,67.35725648,65.78753681,86.45229899,59.21148537,42.04759208,28.65309756
20.88061302,0,50.21951812,79.64923101,86.14522622,86.27861844,12.08304597,40.71854614,94.33981132,38.01315562,83.18653737,51,70.21395873,54.08326913,14.14213562,56.5154846,85.84287973,55.90169944,48.75448697,54.23098745,64.63745044,98.08159868,64.28063472,29.42787794,25.07987241,56.43580424,24.08318916,34.23448554,37.69615365,29.41088234,58.54912467,34.4818793,46.95742753,105.1189802,42.29657197,14.56021978,87.55569656,33.24154028,34.20526275,88.23264702,56.0357029,99.12618221,79.00632886,42.19004622,9.433981132
31.144823,50.21951812,0,73.00684899,56.40035461,92.96235797,60.95900262,46.17358552,88.10221337,28.16025568,74.6860094,89.89438247,22.09072203,59.13543777,41.78516483,21.26029163,60.14149982,80.60397013,75.69015788,94.89467846,67.08203932,97.49871794,41.88078318,26.83281573,72.83543094,8.062257748,53.23532662,73.06161783,43.41658669,58.18075283,99.84988733,51.15662225,50.009999,99.2975327,84.59905437,47.4341649,44.72135955,78.87331615,20.09975124,43.0464865,95.25754563,91.30169768,47.20169488,67.72001181,59.03388857
66.60330322,79.64923101,73.00684899,0,36.67424164,26,79.71198153,39.11521443,15.62049935,50.44799302,4,71.19691005,69.35416354,26.2488095,85.60373824,53.16013544,30.01666204,46.57252409,49.36598019,76.68767828,17.02938637,24.73863375,32.55764119,59.41380311,81.39410298,69.26037828,57.5847202,66.12110102,42.43819035,54.81788029,80.52328856,106.9626103,32.75667871,27.01851217,75.10659092,90.44335244,60.87692502,79.22752047,81.4002457,66.49060084,74.21590126,19.84943324,40.02499219,48.0416486,80.77747211
66.91038783,86.14522622,56.40035461,36.67424164,0,62.64982043,91.19758769,50.44799302,45.39823785,48.37354649,35.11409973,97.52948272,42.72001873,48.02082881,86.12200648,35.84689666,7.071067812,75.80237463,75.80237463,103.3537614,45.96737974,57.87054518,22.02271555,57.87054518,97.67292358,49.57822102,71.19691005,86.97700846,51.7880295,71.56814934,107.9120012,103.247276,46.81879964,54.00925847,98.23441352,91.98369421,26.01922366,98.762341,72.44998275,32.06243908,101.7103731,46.01086828,9.219544457,71.11258679,91.04943712
78.89233169,86.27861844,92.96235797,26,62.64982043,0,82.61961026,50.53711507,23.32380758,66.73080248,27.78488798,61,93.04837452,35.34119409,95.60334722,75.16648189,55.90169944,37,42.95346319,65.49045732,25.96150997,16,56.14267539,73.8241153,80.13114251,90.66973034,62.22539674,62.60990337,54.12023651,57.38466694,68.11754546,118.0042372,44.77722635,27.16615541,68.00735254,99.35793879,86.68333173,75.23961722,97.1699542,92.17917335,62.28964601,27.31300057,65.80273551,46.04345773,84.50443775
30.23243292,12.08304597,60.95900262,79.71198153,91.19758769,82.61961026,0,42.42640687,93.52005133,44.64302857,83.48652586,40.31128874,79.92496481,53.48831648,25.96150997,64.62197769,90.00555538,49.2036584,42.01190308,43,63.56099433,95.7183368,69.18092223,37.57658846,13,66.61080993,22.13594362,24.69817807,40.11234224,25.55386468,47.09564736,44.28317965,48.05205511,103.7689742,31,25.01999201,95.51963149,21.37755833,46.04345773,96.7729301,45.09988914,98.48857802,84.85281374,36.79673899,3
28.60069929,40.71854614,46.17358552,39.11521443,50.44799302,50.53711507,42.42640687,0,54.20332093,18.02775638,42.54409477,50.24937811,54.58937626,15.26433752,46.75467891,34.98571137,48.25971405,35.11409973,31.38470965,55.97320788,25.61249695,59.54829972,29.15475947,23.40939982,47.38143096,46.57252409,21.02379604,37.12142239,3.605551275,21.1896201,60.87692502,68.62215386,6.403124237,65.29931087,48.87739764,51.4003891,61.22091146,48.38388161,46.81879964,64.38167441,55.15432893,58.82176468,45.69463864,24.20743687,42.95346319
82.07313811,94.33981132,88.10221337,15.62049935,45.39823785,23.32380758,93.52005133,54.20332093,0,66.06814664,13.41640786,80.00624976,82.76472679,40.31128874,100.895986,67.77905281,38.32753579,55,59.30430001,85.0940656,29.96664813,12.64911064,46.81879964,75.00666637,93.96275858,83.93449827,71.55417528,77.66595136,57.62811814,68.15423685,88.36288814,122.4295716,47.80167361,11.40175425,85.37564055,105.6030303,71.1758386,90.80198236,97.0051545,77.1038261,82.21921916,5.099019514,51.00980298,59.66573556,94.81033699
18.68154169,38.01315562,28.16025568,50.44799302,48.37354649,66.73080248,44.64302857,18.02775638,66.06814664,0,53.07541804,64.40496875,39.05124838,31.78049716,38.27531842,20.80865205,48.76474136,52.63078947,48.10405388,69.8140387,40.85339643,73.57309291,26.92582404,9.848857802,53.66563146,29.15475947,29.06888371,48.7954916,15.29705854,32.64965543,74.81310046,57.68882041,22.36067977,77.46612163,60.81118318,43.96589587,51.07837116,57.42821606,31.06444913,52.83937925,69.63476143,70.09279564,41,40.31128874,43.93176527
