in,x,y,qc,tc,tr,te,tl
2,645.0,7,42.0,0.0,0.0,0.0,0.0
3,720.0,867,56.0,0.0,0.0,0.0,0.0
4,513.0,499,29.0,0.0,0.0,0.0,0.0
5,208.0,766,28.0,0.0,0.0,0.0,0.0
6,976.0,884,66.0,0.0,0.0,0.0,0.0
7,991.0,864,92.0,0.0,0.0,0.0,0.0
8,696.0,804,99.0,0.0,0.0,0.0,0.0
9,655.0,676,97.0,0.0,0.0,0.0,0.0
10,840.0,976,75.0,0.0,0.0,0.0,0.0
11,718.0,867,52.0,0.0,0.0,0.0,0.0
12,456.0,818,13.0,0.0,0.0,0.0,0.0
13,901.0,808,67.0,0.0,0.0,0.0,0.0
14,380.0,423,69.0,0.0,0.0,0.0,0.0
15,668.0,533,60.0,0.0,0.0,0.0,0.0
16,939.0,794,77.0,0.0,0.0,0.0,0.0
17,311.0,824,26.0,0.0,0.0,0.0,0.0
18,906.0,961,97.0,0.0,0.0,0.0,0.0
19,899.0,692,74.0,0.0,0.0,0.0,0.0
20,227.0,898,26.0,0.0,0.0,0.0,0.0
21,646.0,431,28.0,0.0,0.0,0.0,0.0
22,886.0,633,60.0,0.0,0.0,0.0,0.0
23,468.0,400,74.0,0.0,0.0,0.0,0.0
24,867.0,887,87.0,0.0,0.0,0.0,0.0
25,720.0,871,95.0,0.0,0.0,0.0,0.0
26,585.0,832,59.0,0.0,0.0,0.0,0.0
27,746.0,892,56.0,0.0,0.0,0.0,0.0
28,990.0,681,64.0,0.0,0.0,0.0,0.0
29,333.0,883,42.0,0.0,0.0,0.0,0.0
30,675.0,773,68.0,0.0,0.0,0.0,0.0
31,145.0,637,15.0,0.0,0.0,0.0,0.0
32,939.0,680,59.0,0.0,0.0,0.0,0.0
33,852.0,885,62.0,0.0,0.0,0.0,0.0
34,520.0,96,29.0,0.0,0.0,0.0,0.0
35,603.0,554,66.0,0.0,0.0,0.0,0.0
36,677.0,836,63.0,0.0,0.0,0.0,0.0
37,214.0,793,24.0,0.0,0.0,0.0,0.0
38,480.0,576,9.0,0.0,0.0,0.0,0.0
39,986.0,924,73.0,0.0,0.0,0.0,0.0
40,392.0,482,60.0,0.0,0.0,0.0,0.0
41,872.0,974,100.0,0.0,0.0,0.0,0.0
42,644.0,517,56.0,0.0,0.0,0.0,0.0
43,888.0,795,75.0,0.0,0.0,0.0,0.0
44,622.0,5,37.0,0.0,0.0,0.0,0.0
45,999.0,958,100.0,0.0,0.0,0.0,0.0
46,415.0,509,4.0,0.0,0.0,0.0,0.0
47,910.0,946,100.0,0.0,0.0,0.0,0.0
48,150.0,945,33.0,0.0,0.0,0.0,0.0
49,719.0,760,96.0,0.0,0.0,0.0,0.0
50,695.0,188,28.0,0.0,0.0,0.0,0.0
