in,x,y,qc,tc,tr,te,tl
2,-1.0,-14.0,300.0,0.0,0.0,0.0,0.0
3,1.0,-14.0,300.0,0.0,0.0,0.0,0.0
4,-2.0,-13.0,180.0,0.0,0.0,0.0,0.0
5,0.0,-13.0,300.0,0.0,0.0,0.0,0.0
6,2.0,-13.0,180.0,0.0,0.0,0.0,0.0
7,-3.0,-12.0,128.0,0.0,0.0,0.0,0.0
8,-1.0,-12.0,180.0,0.0,0.0,0.0,0.0
9,1.0,-12.0,180.0,0.0,0.0,0.0,0.0
10,3.0,-12.0,128.0,0.0,0.0,0.0,0.0
11,-4.0,-11.0,100.0,0.0,0.0,0.0,0.0
12,-2.0,-11.0,128.0,0.0,0.0,0.0,0.0
13,0.0,-11.0,180.0,0.0,0.0,0.0,0.0
14,2.0,-11.0,128.0,0.0,0.0,0.0,0.0
15,4.0,-11.0,100.0,0.0,0.0,0.0,0.0
16,-5.0,-10.0,81.0,0.0,0.0,0.0,0.0
17,-3.0,-10.0,100.0,0.0,0.0,0.0,0.0
18,-1.0,-10.0,128.0,0.0,0.0,0.0,0.0
19,1.0,-10.0,128.0,0.0,0.0,0.0,0.0
20,3.0,-10.0,100.0,0.0,0.0,0.0,0.0
21,5.0,-10.0,81.0,0.0,0.0,0.0,0.0
22,-6.0,-9.0,69.0,0.0,0.0,0.0,0.0
23,-4.0,-9.0,81.0,0.0,0.0,0.0,0.0
24,-2.0,-9.0,100.0,0.0,0.0,0.0,0.0
25,0.0,-9.0,128.0,0.0,0.0,0.0,0.0
26,2.0,-9.0,100.0,0.0,0.0,0.0,0.0
27,4.0,-9.0,81.0,0.0,0.0,0.0,0.0
28,6.0,-9.0,69.0,0.0,0.0,0.0,0.0
29,-7.0,-8.0,60.0,0.0,0.0,0.0,0.0
30,-5.0,-8.0,69.0,0.0,0.0,0.0,0.0
31,-3.0,-8.0,81.0,0.0,0.0,0.0,0.0
32,-1.0,-8.0,100.0,0.0,0.0,0.0,0.0
33,1.0,-8.0,100.0,0.0,0.0,0.0,0.0
34,3.0,-8.0,81.0,0.0,0.0,0.0,0.0
35,5.0,-8.0,69.0,0.0,0.0,0.0,0.0
36,7.0,-8.0,60.0,0.0,0.0,0.0,0.0
37,-8.0,-7.0,52.0,0.0,0.0,0.0,0.0
38,-6.0,-7.0,60.0,0.0,0.0,0.0,0.0
39,-4.0,-7.0,69.0,0.0,0.0,0.0,0.0
40,-2.0,-7.0,81.0,0.0,0.0,0.0,0.0
41,0.0,-7.0,100.0,0.0,0.0,0.0,0.0
42,2.0,-7.0,81.0,0.0,0.0,0.0,0.0
43,4.0,-7.0,69.0,0.0,0.0,0.0,0.0
44,6.0,-7.0,60.0,0.0,0.0,0.0,0.0
45,8.0,-7.0,52.0,0.0,0.0,0.0,0.0
46,-9.0,-6.0,47.0,0.0,0.0,0.0,0.0
47,-7.0,-6.0,52.0,0.0,0.0,0.0,0.0
48,-5.0,-6.0,60.0,0.0,0.0,0.0,0.0
49,-3.0,-6.0,69.0,0.0,0.0,0.0,0.0
50,-1.0,-6.0,81.0,0.0,0.0,0.0,0.0
51,1.0,-6.0,81.0,0.0,0.0,0.0,0.0
52,3.0,-6.0,69.0,0.0,0.0,0.0,0.0
53,5.0,-6.0,60.0,0.0,0.0,0.0,0.0
54,7.0,-6.0,52.0,0.0,0.0,0.0,0.0
55,9.0,-6.0,47.0,0.0,0.0,0.0,0.0
56,-10.0,-5.0,42.0,0.0,0.0,0.0,0.0
57,-8.0,-5.0,47.0,0.0,0.0,0.0,0.0
58,-6.0,-5.0,52.0,0.0,0.0,0.0,0.0
59,-4.0,-5.0,60.0,0.0,0.0,0.0,0.0
60,-2.0,-5.0,69.0,0.0,0.0,0.0,0.0
61,0.0,-5.0,81.0,0.0,0.0,0.0,0.0
62,2.0,-5.0,69.0,0.0,0.0,0.0,0.0
63,4.0,-5.0,60.0,0.0,0.0,0.0,0.0
64,6.0,-5.0,52.0,0.0,0.0,0.0,0.0
65,8.0,-5.0,47.0,0.0,0.0,0.0,0.0
66,10.0,-5.0,42.0,0.0,0.0,0.0,0.0
67,-11.0,-4.0,39.0,0.0,0.0,0.0,0.0
68,-9.0,-4.0,42.0,0.0,0.0,0.0,0.0
69,-7.0,-4.0,47.0,0.0,0.0,0.0,0.0
70,-5.0,-4.0,52.0,0.0,0.0,0.0,0.0
71,-3.0,-4.0,60.0,0.0,0.0,0.0,0.0
72,-1.0,-4.0,69.0,0.0,0.0,0.0,0.0
73,1.0,-4.0,69.0,0.0,0.0,0.0,0.0
74,3.0,-4.0,60.0,0.0,0.0,0.0,0.0
75,5.0,-4.0,52.0,0.0,0.0,0.0,0.0
76,7.0,-4.0,47.0,0.0,0.0,0.0,0.0
77,9.0,-4.0,42.0,0.0,0.0,0.0,0.0
78,11.0,-4.0,39.0,0.0,0.0,0.0,0.0
79,-12.0,-3.0,36.0,0.0,0.0,0.0,0.0
80,-10.0,-3.0,39.0,0.0,0.0,0.0,0.0
81,-8.0,-3.0,42.0,0.0,0.0,0.0,0.0
82,-6.0,-3.0,47.0,0.0,0.0,0.0,0.0
83,-4.0,-3.0,52.0,0.0,0.0,0.0,0.0
84,-2.0,-3.0,60.0,0.0,0.0,0.0,0.0
85,0.0,-3.0,69.0,0.0,0.0,0.0,0.0
86,2.0,-3.0,60.0,0.0,0.0,0.0,0.0
87,4.0,-3.0,52.0,0.0,0.0,0.0,0.0
88,6.0,-3.0,47.0,0.0,0.0,0.0,0.0
89,8.0,-3.0,42.0,0.0,0.0,0.0,0.0
90,10.0,-3.0,39.0,0.0,0.0,0.0,0.0
91,12.0,-3.0,36.0,0.0,0.0,0.0,0.0
92,-13.0,-2.0,33.0,0.0,0.0,0.0,0.0
93,-11.0,-2.0,36.0,0.0,0.0,0.0,0.0
94,-9.0,-2.0,39.0,0.0,0.0,0.0,0.0
95,-7.0,-2.0,42.0,0.0,0.0,0.0,0.0
96,-5.0,-2.0,47.0,0.0,0.0,0.0,0.0
97,-3.0,-2.0,52.0,0.0,0.0,0.0,0.0
98,-1.0,-2.0,60.0,0.0,0.0,0.0,0.0
99,1.0,-2.0,60.0,0.0,0.0,0.0,0.0
100,3.0,-2.0,52.0,0.0,0.0,0.0,0.0
101,5.0,-2.0,47.0,0.0,0.0,0.0,0.0
102,7.0,-2.0,42.0,0.0,0.0,0.0,0.0
103,9.0,-2.0,39.0,0.0,0.0,0.0,0.0
104,11.0,-2.0,36.0,0.0,0.0,0.0,0.0
105,13.0,-2.0,33.0,0.0,0.0,0.0,0.0
106,-14.0,-1.0,31.0,0.0,0.0,0.0,0.0
107,-12.0,-1.0,33.0,0.0,0.0,0.0,0.0
108,-10.0,-1.0,36.0,0.0,0.0,0.0,0.0
109,-8.0,-1.0,39.0,0.0,0.0,0.0,0.0
110,-6.0,-1.0,42.0,0.0,0.0,0.0,0.0
111,-4.0,-1.0,47.0,0.0,0.0,0.0,0.0
112,-2.0,-1.0,52.0,0.0,0.0,0.0,0.0
113,0.0,-1.0,60.0,0.0,0.0,0.0,0.0
114,2.0,-1.0,52.0,0.0,0.0,0.0,0.0
115,4.0,-1.0,47.0,0.0,0.0,0.0,0.0
116,6.0,-1.0,42.0,0.0,0.0,0.0,0.0
117,8.0,-1.0,39.0,0.0,0.0,0.0,0.0
118,10.0,-1.0,36.0,0.0,0.0,0.0,0.0
119,12.0,-1.0,33.0,0.0,0.0,0.0,0.0
120,14.0,-1.0,31.0,0.0,0.0,0.0,0.0
121,-15.0,0.0,29.0,0.0,0.0,0.0,0.0
122,-13.0,0.0,31.0,0.0,0.0,0.0,0.0
123,-11.0,0.0,33.0,0.0,0.0,0.0,0.0
124,-9.0,0.0,36.0,0.0,0.0,0.0,0.0
125,-7.0,0.0,39.0,0.0,0.0,0.0,0.0
126,-5.0,0.0,42.0,0.0,0.0,0.0,0.0
127,-3.0,0.0,47.0,0.0,0.0,0.0,0.0
128,-1.0,0.0,52.0,0.0,0.0,0.0,0.0
129,1.0,0.0,52.0,0.0,0.0,0.0,0.0
130,3.0,0.0,47.0,0.0,0.0,0.0,0.0
131,5.0,0.0,42.0,0.0,0.0,0.0,0.0
132,7.0,0.0,39.0,0.0,0.0,0.0,0.0
133,9.0,0.0,36.0,0.0,0.0,0.0,0.0
134,11.0,0.0,33.0,0.0,0.0,0.0,0.0
135,13.0,0.0,31.0,0.0,0.0,0.0,0.0
136,15.0,0.0,29.0,0.0,0.0,0.0,0.0
137,-14.0,1.0,29.0,0.0,0.0,0.0,0.0
138,-12.0,1.0,31.0,0.0,0.0,0.0,0.0
139,-10.0,1.0,33.0,0.0,0.0,0.0,0.0
140,-8.0,1.0,36.0,0.0,0.0,0.0,0.0
141,-6.0,1.0,39.0,0.0,0.0,0.0,0.0
142,-4.0,1.0,42.0,0.0,0.0,0.0,0.0
143,-2.0,1.0,47.0,0.0,0.0,0.0,0.0
144,0.0,1.0,52.0,0.0,0.0,0.0,0.0
145,2.0,1.0,47.0,0.0,0.0,0.0,0.0
146,4.0,1.0,42.0,0.0,0.0,0.0,0.0
147,6.0,1.0,39.0,0.0,0.0,0.0,0.0
148,8.0,1.0,36.0,0.0,0.0,0.0,0.0
149,10.0,1.0,33.0,0.0,0.0,0.0,0.0
150,12.0,1.0,31.0,0.0,0.0,0.0,0.0
151,14.0,1.0,29.0,0.0,0.0,0.0,0.0
152,-13.0,2.0,29.0,0.0,0.0,0.0,0.0
153,-11.0,2.0,31.0,0.0,0.0,0.0,0.0
154,-9.0,2.0,33.0,0.0,0.0,0.0,0.0
155,-7.0,2.0,36.0,0.0,0.0,0.0,0.0
156,-5.0,2.0,39.0,0.0,0.0,0.0,0.0
157,-3.0,2.0,42.0,0.0,0.0,0.0,0.0
158,-1.0,2.0,47.0,0.0,0.0,0.0,0.0
159,1.0,2.0,47.0,0.0,0.0,0.0,0.0
160,3.0,2.0,42.0,0.0,0.0,0.0,0.0
161,5.0,2.0,39.0,0.0,0.0,0.0,0.0
162,7.0,2.0,36.0,0.0,0.0,0.0,0.0
163,9.0,2.0,33.0,0.0,0.0,0.0,0.0
164,11.0,2.0,31.0,0.0,0.0,0.0,0.0
165,13.0,2.0,29.0,0.0,0.0,0.0,0.0
166,-12.0,3.0,29.0,0.0,0.0,0.0,0.0
167,-10.0,3.0,31.0,0.0,0.0,0.0,0.0
168,-8.0,3.0,33.0,0.0,0.0,0.0,0.0
169,-6.0,3.0,36.0,0.0,0.0,0.0,0.0
170,-4.0,3.0,39.0,0.0,0.0,0.0,0.0
171,-2.0,3.0,42.0,0.0,0.0,0.0,0.0
172,0.0,3.0,47.0,0.0,0.0,0.0,0.0
173,2.0,3.0,42.0,0.0,0.0,0.0,0.0
174,4.0,3.0,39.0,0.0,0.0,0.0,0.0
175,6.0,3.0,36.0,0.0,0.0,0.0,0.0
176,8.0,3.0,33.0,0.0,0.0,0.0,0.0
177,10.0,3.0,31.0,0.0,0.0,0.0,0.0
178,12.0,3.0,29.0,0.0,0.0,0.0,0.0
179,-11.0,4.0,29.0,0.0,0.0,0.0,0.0
180,-9.0,4.0,31.0,0.0,0.0,0.0,0.0
181,-7.0,4.0,33.0,0.0,0.0,0.0,0.0
182,-5.0,4.0,36.0,0.0,0.0,0.0,0.0
183,-3.0,4.0,39.0,0.0,0.0,0.0,0.0
184,-1.0,4.0,42.0,0.0,0.0,0.0,0.0
185,1.0,4.0,42.0,0.0,0.0,0.0,0.0
186,3.0,4.0,39.0,0.0,0.0,0.0,0.0
187,5.0,4.0,36.0,0.0,0.0,0.0,0.0
188,7.0,4.0,33.0,0.0,0.0,0.0,0.0
189,9.0,4.0,31.0,0.0,0.0,0.0,0.0
190,11.0,4.0,29.0,0.0,0.0,0.0,0.0
191,-10.0,5.0,29.0,0.0,0.0,0.0,0.0
192,-8.0,5.0,31.0,0.0,0.0,0.0,0.0
193,-6.0,5.0,33.0,0.0,0.0,0.0,0.0
194,-4.0,5.0,36.0,0.0,0.0,0.0,0.0
195,-2.0,5.0,39.0,0.0,0.0,0.0,0.0
196,0.0,5.0,42.0,0.0,0.0,0.0,0.0
197,2.0,5.0,39.0,0.0,0.0,0.0,0.0
198,4.0,5.0,36.0,0.0,0.0,0.0,0.0
199,6.0,5.0,33.0,0.0,0.0,0.0,0.0
200,8.0,5.0,31.0,0.0,0.0,0.0,0.0
201,10.0,5.0,29.0,0.0,0.0,0.0,0.0
202,-9.0,6.0,29.0,0.0,0.0,0.0,0.0
203,-7.0,6.0,31.0,0.0,0.0,0.0,0.0
204,-5.0,6.0,33.0,0.0,0.0,0.0,0.0
205,-3.0,6.0,36.0,0.0,0.0,0.0,0.0
206,-1.0,6.0,39.0,0.0,0.0,0.0,0.0
207,1.0,6.0,39.0,0.0,0.0,0.0,0.0
208,3.0,6.0,36.0,0.0,0.0,0.0,0.0
209,5.0,6.0,33.0,0.0,0.0,0.0,0.0
210,7.0,6.0,31.0,0.0,0.0,0.0,0.0
211,9.0,6.0,29.0,0.0,0.0,0.0,0.0
212,-8.0,7.0,29.0,0.0,0.0,0.0,0.0
213,-6.0,7.0,31.0,0.0,0.0,0.0,0.0
214,-4.0,7.0,33.0,0.0,0.0,0.0,0.0
215,-2.0,7.0,36.0,0.0,0.0,0.0,0.0
216,0.0,7.0,39.0,0.0,0.0,0.0,0.0
217,2.0,7.0,36.0,0.0,0.0,0.0,0.0
218,4.0,7.0,33.0,0.0,0.0,0.0,0.0
219,6.0,7.0,31.0,0.0,0.0,0.0,0.0
220,8.0,7.0,29.0,0.0,0.0,0.0,0.0
221,-7.0,8.0,29.0,0.0,0.0,0.0,0.0
222,-5.0,8.0,31.0,0.0,0.0,0.0,0.0
223,-3.0,8.0,33.0,0.0,0.0,0.0,0.0
224,-1.0,8.0,36.0,0.0,0.0,0.0,0.0
225,1.0,8.0,36.0,0.0,0.0,0.0,0.0
226,3.0,8.0,33.0,0.0,0.0,0.0,0.0
227,5.0,8.0,31.0,0.0,0.0,0.0,0.0
228,7.0,8.0,29.0,0.0,0.0,0.0,0.0
229,-6.0,9.0,29.0,0.0,0.0,0.0,0.0
230,-4.0,9.0,31.0,0.0,0.0,0.0,0.0
231,-2.0,9.0,33.0,0.0,0.0,0.0,0.0
232,0.0,9.0,36.0,0.0,0.0,0.0,0.0
233,2.0,9.0,33.0,0.0,0.0,0.0,0.0
234,4.0,9.0,31.0,0.0,0.0,0.0,0.0
235,6.0,9.0,29.0,0.0,0.0,0.0,0.0
236,-5.0,10.0,29.0,0.0,0.0,0.0,0.0
237,-3.0,10.0,31.0,0.0,0.0,0.0,0.0
238,-1.0,10.0,33.0,0.0,0.0,0.0,0.0
239,1.0,10.0,33.0,0.0,0.0,0.0,0.0
240,3.0,10.0,31.0,0.0,0.0,0.0,0.0
241,5.0,10.0,29.0,0.0,0.0,0.0,0.0
242,-4.0,11.0,29.0,0.0,0.0,0.0,0.0
243,-2.0,11.0,31.0,0.0,0.0,0.0,0.0
244,0.0,11.0,33.0,0.0,0.0,0.0,0.0
245,2.0,11.0,31.0,0.0,0.0,0.0,0.0
246,4.0,11.0,29.0,0.0,0.0,0.0,0.0
247,-3.0,12.0,29.0,0.0,0.0,0.0,0.0
248,-1.0,12.0,31.0,0.0,0.0,0.0,0.0
249,1.0,12.0,31.0,0.0,0.0,0.0,0.0
250,3.0,12.0,29.0,0.0,0.0,0.0,0.0
251,-2.0,13.0,29.0,0.0,0.0,0.0,0.0
252,0.0,13.0,31.0,0.0,0.0,0.0,0.0
253,2.0,13.0,29.0,0.0,0.0,0.0,0.0
254,-1.0,14.0,29.0,0.0,0.0,0.0,0.0
255,1.0,14.0,29.0,0.0,0.0,0.0,0.0
256,0.0,15.0,29.0,0.0,0.0,0.0,0.0
