in,x,y,qc,tc,tr,te,tl
2,615.0,190,7.0,0.0,0.0,0.0,0.0
3,890.0,200,10.0,0.0,0.0,0.0,0.0
4,983.0,684,7.0,0.0,0.0,0.0,0.0
5,874.0,112,8.0,0.0,0.0,0.0,0.0
6,906.0,186,9.0,0.0,0.0,0.0,0.0
7,801.0,278,8.0,0.0,0.0,0.0,0.0
8,823.0,446,5.0,0.0,0.0,0.0,0.0
9,242.0,544,7.0,0.0,0.0,0.0,0.0
10,505.0,210,7.0,0.0,0.0,0.0,0.0
11,767.0,766,5.0,0.0,0.0,0.0,0.0
12,698.0,305,10.0,0.0,0.0,0.0,0.0
13,707.0,511,8.0,0.0,0.0,0.0,0.0
14,10.0,968,6.0,0.0,0.0,0.0,0.0
15,172.0,13,7.0,0.0,0.0,0.0,0.0
16,57.0,414,7.0,0.0,0.0,0.0,0.0
17,317.0,373,5.0,0.0,0.0,0.0,0.0
18,849.0,680,9.0,0.0,0.0,0.0,0.0
19,854.0,12,10.0,0.0,0.0,0.0,0.0
20,429.0,688,10.0,0.0,0.0,0.0,0.0
21,822.0,378,7.0,0.0,0.0,0.0,0.0
22,774.0,584,5.0,0.0,0.0,0.0,0.0
23,601.0,895,9.0,0.0,0.0,0.0,0.0
24,921.0,309,10.0,0.0,0.0,0.0,0.0
25,176.0,165,10.0,0.0,0.0,0.0,0.0
26,368.0,432,8.0,0.0,0.0,0.0,0.0
27,656.0,430,5.0,0.0,0.0,0.0,0.0
28,715.0,225,9.0,0.0,0.0,0.0,0.0
29,35.0,264,7.0,0.0,0.0,0.0,0.0
30,544.0,994,6.0,0.0,0.0,0.0,0.0
31,214.0,533,8.0,0.0,0.0,0.0,0.0
32,573.0,650,5.0,0.0,0.0,0.0,0.0
33,259.0,595,8.0,0.0,0.0,0.0,0.0
34,38.0,550,7.0,0.0,0.0,0.0,0.0
35,925.0,755,6.0,0.0,0.0,0.0,0.0
36,337.0,562,6.0,0.0,0.0,0.0,0.0
37,412.0,969,10.0,0.0,0.0,0.0,0.0
38,919.0,402,10.0,0.0,0.0,0.0,0.0
39,391.0,792,9.0,0.0,0.0,0.0,0.0
40,424.0,206,6.0,0.0,0.0,0.0,0.0
41,259.0,588,8.0,0.0,0.0,0.0,0.0
42,79.0,364,9.0,0.0,0.0,0.0,0.0
43,667.0,978,9.0,0.0,0.0,0.0,0.0
44,332.0,593,7.0,0.0,0.0,0.0,0.0
45,270.0,544,10.0,0.0,0.0,0.0,0.0
46,745.0,267,5.0,0.0,0.0,0.0,0.0
47,760.0,786,10.0,0.0,0.0,0.0,0.0
48,134.0,998,6.0,0.0,0.0,0.0,0.0
49,117.0,320,5.0,0.0,0.0,0.0,0.0
50,966.0,458,7.0,0.0,0.0,0.0,0.0
51,133.0,334,9.0,0.0,0.0,0.0,0.0
52,986.0,462,10.0,0.0,0.0,0.0,0.0
53,176.0,290,7.0,0.0,0.0,0.0,0.0
54,120.0,296,10.0,0.0,0.0,0.0,0.0
55,201.0,878,5.0,0.0,0.0,0.0,0.0
56,615.0,293,10.0,0.0,0.0,0.0,0.0
57,24.0,217,8.0,0.0,0.0,0.0,0.0
58,418.0,662,9.0,0.0,0.0,0.0,0.0
59,831.0,314,5.0,0.0,0.0,0.0,0.0
60,832.0,564,8.0,0.0,0.0,0.0,0.0
61,945.0,758,10.0,0.0,0.0,0.0,0.0
62,394.0,446,6.0,0.0,0.0,0.0,0.0
63,843.0,680,8.0,0.0,0.0,0.0,0.0
64,24.0,613,5.0,0.0,0.0,0.0,0.0
65,422.0,956,7.0,0.0,0.0,0.0,0.0
66,411.0,58,5.0,0.0,0.0,0.0,0.0
67,512.0,655,5.0,0.0,0.0,0.0,0.0
68,657.0,544,10.0,0.0,0.0,0.0,0.0
69,644.0,748,5.0,0.0,0.0,0.0,0.0
70,162.0,924,8.0,0.0,0.0,0.0,0.0
71,64.0,57,7.0,0.0,0.0,0.0,0.0
72,773.0,727,9.0,0.0,0.0,0.0,0.0
73,1.0,461,5.0,0.0,0.0,0.0,0.0
74,167.0,981,6.0,0.0,0.0,0.0,0.0
75,180.0,346,10.0,0.0,0.0,0.0,0.0
76,495.0,295,6.0,0.0,0.0,0.0,0.0
77,589.0,311,7.0,0.0,0.0,0.0,0.0
78,273.0,186,10.0,0.0,0.0,0.0,0.0
79,493.0,121,10.0,0.0,0.0,0.0,0.0
80,522.0,653,6.0,0.0,0.0,0.0,0.0
81,704.0,909,6.0,0.0,0.0,0.0,0.0
82,157.0,9,10.0,0.0,0.0,0.0,0.0
83,90.0,625,9.0,0.0,0.0,0.0,0.0
84,632.0,964,6.0,0.0,0.0,0.0,0.0
85,347.0,750,10.0,0.0,0.0,0.0,0.0
86,825.0,940,6.0,0.0,0.0,0.0,0.0
87,9.0,237,9.0,0.0,0.0,0.0,0.0
88,181.0,662,10.0,0.0,0.0,0.0,0.0
89,722.0,724,8.0,0.0,0.0,0.0,0.0
90,106.0,978,8.0,0.0,0.0,0.0,0.0
91,746.0,981,9.0,0.0,0.0,0.0,0.0
92,603.0,944,9.0,0.0,0.0,0.0,0.0
93,734.0,612,9.0,0.0,0.0,0.0,0.0
94,163.0,142,10.0,0.0,0.0,0.0,0.0
95,743.0,16,7.0,0.0,0.0,0.0,0.0
96,910.0,272,6.0,0.0,0.0,0.0,0.0
97,495.0,584,9.0,0.0,0.0,0.0,0.0
98,985.0,968,8.0,0.0,0.0,0.0,0.0
99,901.0,149,7.0,0.0,0.0,0.0,0.0
100,192.0,878,6.0,0.0,0.0,0.0,0.0
101,817.0,700,8.0,0.0,0.0,0.0,0.0
102,888.0,1,10.0,0.0,0.0,0.0,0.0
103,70.0,323,7.0,0.0,0.0,0.0,0.0
104,119.0,255,10.0,0.0,0.0,0.0,0.0
105,716.0,413,9.0,0.0,0.0,0.0,0.0
106,17.0,309,8.0,0.0,0.0,0.0,0.0
