in,x,y,qc,tc,tr,te,tl
2,221.0,542,61.0,0.0,0.0,0.0,0.0
3,320.0,456,96.0,0.0,0.0,0.0,0.0
4,576.0,827,52.0,0.0,0.0,0.0,0.0
5,679.0,994,58.0,0.0,0.0,0.0,0.0
6,371.0,461,81.0,0.0,0.0,0.0,0.0
7,961.0,844,76.0,0.0,0.0,0.0,0.0
8,986.0,379,51.0,0.0,0.0,0.0,0.0
9,175.0,540,98.0,0.0,0.0,0.0,0.0
10,126.0,517,65.0,0.0,0.0,0.0,0.0
11,329.0,626,84.0,0.0,0.0,0.0,0.0
12,477.0,890,63.0,0.0,0.0,0.0,0.0
13,191.0,356,79.0,0.0,0.0,0.0,0.0
14,584.0,917,89.0,0.0,0.0,0.0,0.0
15,308.0,653,70.0,0.0,0.0,0.0,0.0
16,0.0,7,93.0,0.0,0.0,0.0,0.0
17,273.0,302,84.0,0.0,0.0,0.0,0.0
18,672.0,381,100.0,0.0,0.0,0.0,0.0
19,235.0,415,70.0,0.0,0.0,0.0,0.0
20,583.0,149,52.0,0.0,0.0,0.0,0.0
21,672.0,124,86.0,0.0,0.0,0.0,0.0
22,644.0,646,69.0,0.0,0.0,0.0,0.0
23,400.0,544,50.0,0.0,0.0,0.0,0.0
24,832.0,999,59.0,0.0,0.0,0.0,0.0
25,842.0,964,79.0,0.0,0.0,0.0,0.0
26,582.0,965,53.0,0.0,0.0,0.0,0.0
27,544.0,311,66.0,0.0,0.0,0.0,0.0
28,429.0,2,65.0,0.0,0.0,0.0,0.0
29,939.0,849,70.0,0.0,0.0,0.0,0.0
30,898.0,605,74.0,0.0,0.0,0.0,0.0
31,363.0,130,86.0,0.0,0.0,0.0,0.0
32,639.0,874,77.0,0.0,0.0,0.0,0.0
33,323.0,201,83.0,0.0,0.0,0.0,0.0
34,829.0,350,50.0,0.0,0.0,0.0,0.0
35,7.0,53,76.0,0.0,0.0,0.0,0.0
36,801.0,92,62.0,0.0,0.0,0.0,0.0
37,57.0,330,73.0,0.0,0.0,0.0,0.0
38,943.0,0,54.0,0.0,0.0,0.0,0.0
39,579.0,275,100.0,0.0,0.0,0.0,0.0
40,833.0,402,99.0,0.0,0.0,0.0,0.0
41,408.0,940,59.0,0.0,0.0,0.0,0.0
42,635.0,871,73.0,0.0,0.0,0.0,0.0
43,631.0,630,74.0,0.0,0.0,0.0,0.0
44,733.0,313,97.0,0.0,0.0,0.0,0.0
45,344.0,619,63.0,0.0,0.0,0.0,0.0
46,628.0,291,83.0,0.0,0.0,0.0,0.0
47,674.0,92,97.0,0.0,0.0,0.0,0.0
48,74.0,602,81.0,0.0,0.0,0.0,0.0
49,38.0,354,61.0,0.0,0.0,0.0,0.0
50,473.0,107,91.0,0.0,0.0,0.0,0.0
51,668.0,279,78.0,0.0,0.0,0.0,0.0
52,510.0,811,87.0,0.0,0.0,0.0,0.0
53,366.0,16,56.0,0.0,0.0,0.0,0.0
54,49.0,182,81.0,0.0,0.0,0.0,0.0
55,528.0,946,91.0,0.0,0.0,0.0,0.0
56,271.0,745,62.0,0.0,0.0,0.0,0.0
57,405.0,872,53.0,0.0,0.0,0.0,0.0
58,65.0,893,82.0,0.0,0.0,0.0,0.0
59,622.0,488,77.0,0.0,0.0,0.0,0.0
60,668.0,978,94.0,0.0,0.0,0.0,0.0
61,939.0,73,99.0,0.0,0.0,0.0,0.0
62,556.0,632,92.0,0.0,0.0,0.0,0.0
63,270.0,446,76.0,0.0,0.0,0.0,0.0
64,586.0,348,83.0,0.0,0.0,0.0,0.0
65,951.0,167,89.0,0.0,0.0,0.0,0.0
66,385.0,308,61.0,0.0,0.0,0.0,0.0
67,247.0,997,53.0,0.0,0.0,0.0,0.0
68,992.0,460,94.0,0.0,0.0,0.0,0.0
69,128.0,590,84.0,0.0,0.0,0.0,0.0
70,746.0,847,55.0,0.0,0.0,0.0,0.0
71,279.0,459,54.0,0.0,0.0,0.0,0.0
72,428.0,183,61.0,0.0,0.0,0.0,0.0
73,364.0,167,86.0,0.0,0.0,0.0,0.0
74,656.0,687,53.0,0.0,0.0,0.0,0.0
75,547.0,792,60.0,0.0,0.0,0.0,0.0
76,517.0,152,55.0,0.0,0.0,0.0,0.0
77,252.0,618,82.0,0.0,0.0,0.0,0.0
78,464.0,284,86.0,0.0,0.0,0.0,0.0
79,184.0,96,60.0,0.0,0.0,0.0,0.0
80,457.0,269,71.0,0.0,0.0,0.0,0.0
81,590.0,47,98.0,0.0,0.0,0.0,0.0
82,348.0,609,67.0,0.0,0.0,0.0,0.0
83,777.0,112,93.0,0.0,0.0,0.0,0.0
84,528.0,198,63.0,0.0,0.0,0.0,0.0
85,877.0,457,64.0,0.0,0.0,0.0,0.0
86,812.0,650,96.0,0.0,0.0,0.0,0.0
87,864.0,723,85.0,0.0,0.0,0.0,0.0
88,584.0,875,64.0,0.0,0.0,0.0,0.0
89,817.0,233,95.0,0.0,0.0,0.0,0.0
90,186.0,909,71.0,0.0,0.0,0.0,0.0
91,439.0,447,69.0,0.0,0.0,0.0,0.0
92,560.0,994,94.0,0.0,0.0,0.0,0.0
93,818.0,658,79.0,0.0,0.0,0.0,0.0
94,134.0,903,68.0,0.0,0.0,0.0,0.0
95,447.0,951,50.0,0.0,0.0,0.0,0.0
96,969.0,519,97.0,0.0,0.0,0.0,0.0
97,488.0,401,83.0,0.0,0.0,0.0,0.0
98,142.0,666,72.0,0.0,0.0,0.0,0.0
99,287.0,534,99.0,0.0,0.0,0.0,0.0
100,399.0,181,88.0,0.0,0.0,0.0,0.0
101,141.0,22,72.0,0.0,0.0,0.0,0.0
102,29.0,248,84.0,0.0,0.0,0.0,0.0
103,313.0,643,88.0,0.0,0.0,0.0,0.0
104,20.0,974,54.0,0.0,0.0,0.0,0.0
105,294.0,475,83.0,0.0,0.0,0.0,0.0
106,439.0,214,83.0,0.0,0.0,0.0,0.0
107,327.0,361,62.0,0.0,0.0,0.0,0.0
108,79.0,657,80.0,0.0,0.0,0.0,0.0
109,110.0,653,68.0,0.0,0.0,0.0,0.0
110,332.0,440,99.0,0.0,0.0,0.0,0.0
111,242.0,943,57.0,0.0,0.0,0.0,0.0
112,96.0,492,75.0,0.0,0.0,0.0,0.0
113,62.0,541,51.0,0.0,0.0,0.0,0.0
114,478.0,199,54.0,0.0,0.0,0.0,0.0
115,267.0,486,85.0,0.0,0.0,0.0,0.0
116,184.0,686,71.0,0.0,0.0,0.0,0.0
117,119.0,370,92.0,0.0,0.0,0.0,0.0
118,342.0,587,64.0,0.0,0.0,0.0,0.0
119,316.0,552,80.0,0.0,0.0,0.0,0.0
120,90.0,370,78.0,0.0,0.0,0.0,0.0
121,417.0,225,61.0,0.0,0.0,0.0,0.0
122,111.0,575,98.0,0.0,0.0,0.0,0.0
123,458.0,221,61.0,0.0,0.0,0.0,0.0
124,321.0,337,52.0,0.0,0.0,0.0,0.0
125,287.0,454,92.0,0.0,0.0,0.0,0.0
126,364.0,560,55.0,0.0,0.0,0.0,0.0
127,121.0,609,55.0,0.0,0.0,0.0,0.0
128,215.0,488,83.0,0.0,0.0,0.0,0.0
129,351.0,232,73.0,0.0,0.0,0.0,0.0
130,84.0,585,56.0,0.0,0.0,0.0,0.0
131,14.0,718,80.0,0.0,0.0,0.0,0.0
