in,x,y,qc,tc,tr,te,tl
2,174.0,325,73.0,0.0,0.0,0.0,0.0
3,49.0,34,71.0,0.0,0.0,0.0,0.0
4,543.0,815,59.0,0.0,0.0,0.0,0.0
5,42.0,920,29.0,0.0,0.0,0.0,0.0
6,545.0,80,19.0,0.0,0.0,0.0,0.0
7,681.0,950,79.0,0.0,0.0,0.0,0.0
8,870.0,118,27.0,0.0,0.0,0.0,0.0
9,787.0,220,13.0,0.0,0.0,0.0,0.0
10,537.0,927,77.0,0.0,0.0,0.0,0.0
11,180.0,838,21.0,0.0,0.0,0.0,0.0
12,543.0,582,99.0,0.0,0.0,0.0,0.0
13,442.0,620,24.0,0.0,0.0,0.0,0.0
14,747.0,569,71.0,0.0,0.0,0.0,0.0
15,932.0,48,38.0,0.0,0.0,0.0,0.0
16,14.0,356,59.0,0.0,0.0,0.0,0.0
17,53.0,476,56.0,0.0,0.0,0.0,0.0
18,603.0,228,41.0,0.0,0.0,0.0,0.0
19,772.0,573,87.0,0.0,0.0,0.0,0.0
20,811.0,359,28.0,0.0,0.0,0.0,0.0
21,373.0,37,81.0,0.0,0.0,0.0,0.0
22,859.0,142,18.0,0.0,0.0,0.0,0.0
23,489.0,543,49.0,0.0,0.0,0.0,0.0
24,37.0,771,28.0,0.0,0.0,0.0,0.0
25,354.0,944,35.0,0.0,0.0,0.0,0.0
26,96.0,62,86.0,0.0,0.0,0.0,0.0
27,326.0,729,40.0,0.0,0.0,0.0,0.0
28,881.0,541,89.0,0.0,0.0,0.0,0.0
29,653.0,724,75.0,0.0,0.0,0.0,0.0
30,226.0,759,25.0,0.0,0.0,0.0,0.0
31,481.0,44,56.0,0.0,0.0,0.0,0.0
32,100.0,882,43.0,0.0,0.0,0.0,0.0
33,129.0,299,57.0,0.0,0.0,0.0,0.0
34,989.0,512,88.0,0.0,0.0,0.0,0.0
35,600.0,42,37.0,0.0,0.0,0.0,0.0
36,538.0,772,88.0,0.0,0.0,0.0,0.0
37,346.0,479,76.0,0.0,0.0,0.0,0.0
38,448.0,624,37.0,0.0,0.0,0.0,0.0
39,286.0,417,67.0,0.0,0.0,0.0,0.0
40,612.0,457,3.0,0.0,0.0,0.0,0.0
