in,x,y,qc,tc,tr,te,tl
2,175.0,821,95.0,0.0,0.0,0.0,0.0
3,62.0,495,35.0,0.0,0.0,0.0,0.0
4,662.0,959,81.0,0.0,0.0,0.0,0.0
5,109.0,216,12.0,0.0,0.0,0.0,0.0
6,156.0,748,3.0,0.0,0.0,0.0,0.0
7,178.0,957,99.0,0.0,0.0,0.0,0.0
8,347.0,184,47.0,0.0,0.0,0.0,0.0
9,89.0,814,64.0,0.0,0.0,0.0,0.0
10,257.0,265,20.0,0.0,0.0,0.0,0.0
11,662.0,892,47.0,0.0,0.0,0.0,0.0
12,881.0,69,27.0,0.0,0.0,0.0,0.0
13,478.0,9,77.0,0.0,0.0,0.0,0.0
14,76.0,79,50.0,0.0,0.0,0.0,0.0
15,898.0,650,75.0,0.0,0.0,0.0,0.0
16,711.0,766,14.0,0.0,0.0,0.0,0.0
17,325.0,163,24.0,0.0,0.0,0.0,0.0
18,42.0,411,3.0,0.0,0.0,0.0,0.0
19,722.0,221,58.0,0.0,0.0,0.0,0.0
20,366.0,190,65.0,0.0,0.0,0.0,0.0
21,378.0,521,98.0,0.0,0.0,0.0,0.0
22,907.0,497,35.0,0.0,0.0,0.0,0.0
23,924.0,738,35.0,0.0,0.0,0.0,0.0
24,954.0,524,45.0,0.0,0.0,0.0,0.0
25,594.0,724,52.0,0.0,0.0,0.0,0.0
26,253.0,89,11.0,0.0,0.0,0.0,0.0
27,746.0,971,13.0,0.0,0.0,0.0,0.0
28,655.0,716,11.0,0.0,0.0,0.0,0.0
29,627.0,301,76.0,0.0,0.0,0.0,0.0
30,994.0,958,98.0,0.0,0.0,0.0,0.0
31,384.0,833,5.0,0.0,0.0,0.0,0.0
32,234.0,979,9.0,0.0,0.0,0.0,0.0
33,337.0,173,87.0,0.0,0.0,0.0,0.0
34,865.0,383,71.0,0.0,0.0,0.0,0.0
35,488.0,878,83.0,0.0,0.0,0.0,0.0
36,531.0,291,2.0,0.0,0.0,0.0,0.0
37,289.0,151,54.0,0.0,0.0,0.0,0.0
38,935.0,667,63.0,0.0,0.0,0.0,0.0
