in,x,y,qc,tc,tr,te,tl
2,3.0,1.0,300.0,0.0,0.0,0.0,0.0
3,3.0,3.0,300.0,0.0,0.0,0.0,0.0
4,1.0,3.0,300.0,0.0,0.0,0.0,0.0
5,-1.0,3.0,300.0,0.0,0.0,0.0,0.0
6,-3.0,3.0,300.0,0.0,0.0,0.0,0.0
7,-3.0,1.0,300.0,0.0,0.0,0.0,0.0
8,-3.0,-1.0,300.0,0.0,0.0,0.0,0.0
9,-3.0,-3.0,300.0,0.0,0.0,0.0,0.0
10,-1.0,-3.0,300.0,0.0,0.0,0.0,0.0
11,1.0,-3.0,300.0,0.0,0.0,0.0,0.0
12,3.0,-3.0,300.0,0.0,0.0,0.0,0.0
13,3.0,-1.0,300.0,0.0,0.0,0.0,0.0
14,5.0,1.0,180.0,0.0,0.0,0.0,0.0
15,5.0,3.0,180.0,0.0,0.0,0.0,0.0
16,5.0,5.0,180.0,0.0,0.0,0.0,0.0
17,3.0,5.0,180.0,0.0,0.0,0.0,0.0
18,1.0,5.0,180.0,0.0,0.0,0.0,0.0
19,-1.0,5.0,180.0,0.0,0.0,0.0,0.0
20,-3.0,5.0,180.0,0.0,0.0,0.0,0.0
21,-5.0,5.0,180.0,0.0,0.0,0.0,0.0
22,-5.0,3.0,180.0,0.0,0.0,0.0,0.0
23,-5.0,1.0,180.0,0.0,0.0,0.0,0.0
24,-5.0,-1.0,180.0,0.0,0.0,0.0,0.0
25,-5.0,-3.0,180.0,0.0,0.0,0.0,0.0
26,-5.0,-5.0,180.0,0.0,0.0,0.0,0.0
27,-3.0,-5.0,180.0,0.0,0.0,0.0,0.0
28,-1.0,-5.0,180.0,0.0,0.0,0.0,0.0
29,1.0,-5.0,180.0,0.0,0.0,0.0,0.0
30,3.0,-5.0,180.0,0.0,0.0,0.0,0.0
31,5.0,-5.0,180.0,0.0,0.0,0.0,0.0
32,5.0,-3.0,180.0,0.0,0.0,0.0,0.0
33,5.0,-1.0,180.0,0.0,0.0,0.0,0.0
34,7.0,1.0,128.0,0.0,0.0,0.0,0.0
35,7.0,3.0,128.0,0.0,0.0,0.0,0.0
36,7.0,5.0,128.0,0.0,0.0,0.0,0.0
37,7.0,7.0,128.0,0.0,0.0,0.0,0.0
38,5.0,7.0,128.0,0.0,0.0,0.0,0.0
39,3.0,7.0,128.0,0.0,0.0,0.0,0.0
40,1.0,7.0,128.0,0.0,0.0,0.0,0.0
41,-1.0,7.0,128.0,0.0,0.0,0.0,0.0
42,-3.0,7.0,128.0,0.0,0.0,0.0,0.0
43,-5.0,7.0,128.0,0.0,0.0,0.0,0.0
44,-7.0,7.0,128.0,0.0,0.0,0.0,0.0
45,-7.0,5.0,128.0,0.0,0.0,0.0,0.0
46,-7.0,3.0,128.0,0.0,0.0,0.0,0.0
47,-7.0,1.0,128.0,0.0,0.0,0.0,0.0
48,-7.0,-1.0,128.0,0.0,0.0,0.0,0.0
49,-7.0,-3.0,128.0,0.0,0.0,0.0,0.0
50,-7.0,-5.0,128.0,0.0,0.0,0.0,0.0
51,-7.0,-7.0,128.0,0.0,0.0,0.0,0.0
52,-5.0,-7.0,128.0,0.0,0.0,0.0,0.0
53,-3.0,-7.0,128.0,0.0,0.0,0.0,0.0
54,-1.0,-7.0,128.0,0.0,0.0,0.0,0.0
55,1.0,-7.0,128.0,0.0,0.0,0.0,0.0
56,3.0,-7.0,128.0,0.0,0.0,0.0,0.0
57,5.0,-7.0,128.0,0.0,0.0,0.0,0.0
58,7.0,-7.0,128.0,0.0,0.0,0.0,0.0
59,7.0,-5.0,128.0,0.0,0.0,0.0,0.0
60,7.0,-3.0,128.0,0.0,0.0,0.0,0.0
61,7.0,-1.0,128.0,0.0,0.0,0.0,0.0
62,9.0,1.0,100.0,0.0,0.0,0.0,0.0
63,9.0,3.0,100.0,0.0,0.0,0.0,0.0
64,9.0,5.0,100.0,0.0,0.0,0.0,0.0
65,9.0,7.0,100.0,0.0,0.0,0.0,0.0
66,9.0,9.0,100.0,0.0,0.0,0.0,0.0
67,7.0,9.0,100.0,0.0,0.0,0.0,0.0
68,5.0,9.0,100.0,0.0,0.0,0.0,0.0
69,3.0,9.0,100.0,0.0,0.0,0.0,0.0
70,1.0,9.0,100.0,0.0,0.0,0.0,0.0
71,-1.0,9.0,100.0,0.0,0.0,0.0,0.0
72,-3.0,9.0,100.0,0.0,0.0,0.0,0.0
73,-5.0,9.0,100.0,0.0,0.0,0.0,0.0
74,-7.0,9.0,100.0,0.0,0.0,0.0,0.0
75,-9.0,9.0,100.0,0.0,0.0,0.0,0.0
76,-9.0,7.0,100.0,0.0,0.0,0.0,0.0
77,-9.0,5.0,100.0,0.0,0.0,0.0,0.0
78,-9.0,3.0,100.0,0.0,0.0,0.0,0.0
79,-9.0,1.0,100.0,0.0,0.0,0.0,0.0
80,-9.0,-1.0,100.0,0.0,0.0,0.0,0.0
81,-9.0,-3.0,100.0,0.0,0.0,0.0,0.0
82,-9.0,-5.0,100.0,0.0,0.0,0.0,0.0
83,-9.0,-7.0,100.0,0.0,0.0,0.0,0.0
84,-9.0,-9.0,100.0,0.0,0.0,0.0,0.0
85,-7.0,-9.0,100.0,0.0,0.0,0.0,0.0
86,-5.0,-9.0,100.0,0.0,0.0,0.0,0.0
87,-3.0,-9.0,100.0,0.0,0.0,0.0,0.0
88,-1.0,-9.0,100.0,0.0,0.0,0.0,0.0
89,1.0,-9.0,100.0,0.0,0.0,0.0,0.0
90,3.0,-9.0,100.0,0.0,0.0,0.0,0.0
91,5.0,-9.0,100.0,0.0,0.0,0.0,0.0
92,7.0,-9.0,100.0,0.0,0.0,0.0,0.0
