0,13,75.60423269,77.00649323,89.05054744,52.46903849,69.8140387,47.16990566,66.18912297,64.51356447,75.92759709,47.01063709,61.7170965,50.59644256,72.11102551,83.02409289,71.50524456,17,21.02379604,51.4781507,16.1245155,88.95504483,53.75872022,22.09072203,61.29437168,72.86288493,77.89736838,44.04543109,68.76772499,75.02666193,67.17886572,47.5394573,44.01136217,54.12947441,53.36665626,54.12947441,99.76472322,72.13875519,50.99019514,74.10802925,68.60029154,13.03840481,42.42640687,52.20153254,75.66372975,47.16990566,77.83315489,69.35416354,72.86288493,59.50630219,67.26812024,52.17278984,15.8113883,17.2626765,19.23538406,20.39607805,52.20153254,48.75448697,45.18849411,74.95331881,84.01190392,70.03570518,72.9177619,77.1038261,75.66372975,61.32699243
13,0,64.66065264,72.83543094,87.66413178,50.69516742,58.83026432,34.40930107,68.41052551,56.71860365,64.63745044,34.0147027,52.49761899,37.64306045,67.47592163,80.95677859,60,7.071067812,9.848857802,38.48376281,8.062257748,83.00602388,40.80441153,10.44030651,51.86520992,61.22091146,66.4003012,41.43669871,57.42821606,70.71067812,55.31726674,34.53983208,54.12947441,56.22277119,40.60788101,41.14608122,90.0777442,60.44005295,38.01315562,69.46221995,72.86288493,6.08276253,41.14608122,39.29376541,63.78087488,34.17601498,66.21933252,57.80138407,61.22091146,50.69516742,55.80322571,39.45883931,10.44030651,9.433981132,10.63014581,8.062257748,39.2173431,35.77708764,54.81788029,63.12685641,81.90848552,58.41232747,61.40032573,65.4369926,63.78087488,63.00793601
75.60423269,64.66065264,0,48.10405388,70.38465742,53.60037313,5.830951895,35.51056181,76.00657866,25.01999201,3.605551275,41.10960958,18.68154169,44.04543109,43.68065934,62.96824597,7.280109889,66.64082833,64.07807737,39.01281841,68.87670143,43.27817002,43.28972164,62.76941931,18.02775638,8.062257748,6.32455532,50.59644256,8.062257748,46.4865572,13.15294644,42.04759208,97.49358953,69.87131028,48.37354649,37.12142239,28.01785145,8.94427191,38,44.27188724,87.14355972,69.35416354,55.02726597,45.17742799,10.63014581,43.0464865,7.615773106,9.055385138,8.062257748,21.84032967,10.04987562,49.25444142,72.01388755,69.35416354,68.54195795,61.74139616,42.10700654,39.05124838,96.17692031,9.899494937,63.3245608,9.219544457,6.708203932,8.062257748,10.63014581,71.11258679
77.00649323,72.83543094,48.10405388,0,22.36067977,26.2488095,47.41307836,65,35.84689666,25.61249695,51.623638,71.61005516,34.82814953,77.00649323,5.830951895,14.86606875,52.77309921,78.64477096,78.58753082,72.47068373,80.41144197,16.2788206,78.10249676,77.88452991,36.23534186,54.56189146,54.4242593,33.13608305,50.60632372,2.236067977,55.75840744,73.00684899,74.06078585,36.87817783,82.61961026,72.24956747,47.29693436,55.00909016,71.06335202,4.242640687,47.41307836,78.91767863,35.6931366,79.0253124,58.18075283,73.81734214,55.71355311,52.83937925,54.56189146,33.24154028,51.623638,82.80096618,83.18653737,81.58431222,82,75.43208866,76.05918748,70.60453243,71.61005516,57.27128425,15.23154621,53.71219601,53.22593353,56.08029957,58.18075283,33.42154993
89.05054744,87.66413178,70.38465742,22.36067977,0,37,69.77105417,85.58621384,30.08321791,47.70744177,73.92563831,92.02173656,56.8594759,97.62171889,27.45906044,7.810249676,75.13321503,94.15412896,94.84724561,93.33809512,95.63472173,32.01562119,98.99494937,94.3716059,58.24946352,76.92203845,76.69419796,46.23851209,72.9451849,24.18677324,78.0320447,93.43446901,74.33034374,38.20994635,103.2763284,93.38094024,66.00757532,77.36924454,91.92388155,26.41968963,38.83297568,93.63759929,46.84015371,99.72462083,80.5294977,94.17536833,78,75.17978452,76.92203845,55,73.92563831,103.3247308,98.08159868,96.93296653,97.69339793,91.70605214,96.87620967,91.24143795,71.47027354,79.62411695,7.211102551,76.05918748,75.58438992,78.39005039,80.5294977,31.57530681
52.46903849,50.69516742,53.60037313,26.2488095,37,0,50.08991915,54.20332093,24.04163056,29.41088234,56.32051136,59.9082632,35.12833614,65.73431372,22.82542442,30.59411708,55.00909016,57.27128425,58.18075283,62.2655603,58.69412236,41.18252056,67.74215822,57.80138407,36.05551275,57.00877125,59.30430001,9.433981132,52,24.69817807,55.22680509,61.29437168,49.51767361,16.2788206,71.28113355,63.0634601,64.89992296,57,60.90155991,24.59674775,34.13209633,56.64803615,10.04987562,67.95586803,61.00819617,61.85466838,60.20797289,54.00925847,57.00877125,32.06243908,52.03844733,71.02816343,61.09828148,60.00833275,60.8358447,55.07267925,65.51335742,59.68249325,47.38143096,60.00833275,31.57530681,55.00909016,56.0357029,60.13318551,61.00819617,18.43908891
69.8140387,58.83026432,5.830951895,47.41307836,69.77105417,50.08991915,0,30.14962686,73.10950691,22.8035085,6.708203932,36,15,39.3192065,42.54409477,62.16912417,5.385164807,60.8358447,58.30951895,34.23448554,63.07138812,44.59820624,38.83297568,57.00877125,14.03566885,7.280109889,9.486832981,46.32493929,3.605551275,45.61797891,9.433981132,37.01351105,92.61209424,66.2721661,43.93176527,32.55764119,33.24154028,7.615773106,33.13608305,43.38202393,84,63.5295207,50.69516742,40.60788101,11.18033989,38.01315562,10.19803903,5.656854249,7.280109889,18.02775638,5.385164807,44.72135955,66.21178143,63.56099433,62.76941931,55.94640292,37.48332963,34.0147027,91.38927727,10.19803903,62.60990337,6.403124237,6.08276253,10.04987562,11.18033989,68.00735254
47.16990566,34.40930107,35.51056181,65,85.58621384,54.20332093,30.14962686,0,77.82030583,40.70626487,34.20526275,6.708203932,32.31098884,12.04159458,59.20304046,77.83315489,29.12043956,33.9705755,30.61045573,8.062257748,36.12478374,68.54195795,13.60147051,29.20616373,31.01612484,29.73213749,35.11409973,46.09772229,27.45906044,62.80127387,23.40939982,8.062257748,81.49846624,67.41661516,17.69180601,9.219544457,63.38769597,28.7923601,6.708203932,60.80296045,86.37708029,37.48332963,49.04079934,14.14213562,31.30495168,8.94427191,34.53983208,26.92582404,29.73213749,32.64965543,25.49509757,17.80449381,39.05124838,36.23534186,35,29,11.40175425,5.656854249,81.22191822,30.87069808,78.5684415,27.20294102,30.3644529,33.61547263,31.30495168,72.01388755
66.18912297,68.41052551,76.00657866,35.84689666,30.08321791,24.04163056,73.10950691,77.82030583,0,51.03920062,79.00632886,83.24061509,58.13776741,89.06739022,36.40054945,28.60069929,78.23042886,75.43208866,77.23341246,85.86617495,76.40026178,51.86520992,91.24143795,77.15568676,59.21148537,80.22468448,82.00609733,31.76476035,75.32595834,35.77708764,78.91767863,84.59905437,44.38468204,12.20655562,94.51454914,86.81589716,82.28000972,80.30566605,84.52810184,37.16180835,11.70469991,73.81734214,29.41088234,91.30169768,84.21401309,85.08818954,83.02409289,77.41446893,80.22468448,55.22680509,75.53806987,94.15412896,78.23681998,77.80102827,79.0253124,74.33034374,89.0056178,83.18653737,41.48493703,83.21658489,29.41088234,78.40918314,79.15806971,83.05419917,84.21401309,5.830951895
64.51356447,56.71860365,25.01999201,25.61249695,47.70744177,29.41088234,22.8035085,40.70626487,51.03920062,0,28.16025568,47.41307836,9.219544457,52.47856705,20.24845673,39.96248241,28.16025568,61.13100686,60,47.70744177,63.19810124,28.16025568,53.25410782,59.00847397,10.63014581,30.08321791,31.144823,28.60069929,25.63201124,23.60084744,30.41381265,48.76474136,76.6093989,45.607017,57.98275606,47.20169488,37.48332963,30.3644529,46.32493929,21.40093456,62.28964601,62.51399843,33.01514804,54.3783045,33.95585369,49.64876635,32.24903099,27.85677655,30.08321791,8.062257748,26.40075756,58.30951895,66.2721661,64.12487817,64.03124237,57.00877125,51.31276644,46.14108798,74.88658091,32.984845,40.49691346,28.7923601,28.86173938,32.38826948,33.95585369,46.27094121
