in,x,y,qc,tc,tr,te,tl
2,53.0,83.0,5.0,0.0,0.0,0.0,0.0
3,87.0,28.0,20.0,0.0,0.0,0.0,0.0
4,42.0,11.0,7.0,0.0,0.0,0.0,0.0
5,22.0,1.0,2.0,0.0,0.0,0.0,0.0
6,34.0,36.0,19.0,0.0,0.0,0.0,0.0
7,84.0,33.0,19.0,0.0,0.0,0.0,0.0
8,81.0,63.0,9.0,0.0,0.0,0.0,0.0
9,11.0,29.0,15.0,0.0,0.0,0.0,0.0
10,62.0,27.0,22.0,0.0,0.0,0.0,0.0
11,90.0,30.0,14.0,0.0,0.0,0.0,0.0
12,84.0,69.0,15.0,0.0,0.0,0.0,0.0
13,69.0,33.0,18.0,0.0,0.0,0.0,0.0
14,89.0,72.0,4.0,0.0,0.0,0.0,0.0
15,45.0,16.0,6.0,0.0,0.0,0.0,0.0
16,28.0,6.0,4.0,0.0,0.0,0.0,0.0
17,89.0,35.0,10.0,0.0,0.0,0.0,0.0
18,58.0,88.0,16.0,0.0,0.0,0.0,0.0
19,62.0,87.0,14.0,0.0,0.0,0.0,0.0
20,88.0,67.0,1.0,0.0,0.0,0.0,0.0
21,57.0,90.0,23.0,0.0,0.0,0.0,0.0
22,54.0,0.0,19.0,0.0,0.0,0.0,0.0
23,92.0,71.0,16.0,0.0,0.0,0.0,0.0
24,63.0,86.0,22.0,0.0,0.0,0.0,0.0
25,70.0,34.0,15.0,0.0,0.0,0.0,0.0
26,91.0,35.0,4.0,0.0,0.0,0.0,0.0
27,93.0,30.0,21.0,0.0,0.0,0.0,0.0
28,39.0,44.0,16.0,0.0,0.0,0.0,0.0
29,86.0,36.0,22.0,0.0,0.0,0.0,0.0
30,43.0,13.0,6.0,0.0,0.0,0.0,0.0
31,89.0,41.0,2.0,0.0,0.0,0.0,0.0
32,85.0,70.0,11.0,0.0,0.0,0.0,0.0
33,0.0,72.0,5.0,0.0,0.0,0.0,0.0
34,18.0,39.0,2.0,0.0,0.0,0.0,0.0
35,93.0,76.0,12.0,0.0,0.0,0.0,0.0
36,90.0,65.0,6.0,0.0,0.0,0.0,0.0
37,88.0,0.0,17.0,0.0,0.0,0.0,0.0
38,91.0,36.0,15.0,0.0,0.0,0.0,0.0
39,87.0,66.0,11.0,0.0,0.0,0.0,0.0
40,45.0,14.0,4.0,0.0,0.0,0.0,0.0
41,0.0,33.0,22.0,0.0,0.0,0.0,0.0
42,54.0,89.0,13.0,0.0,0.0,0.0,0.0
43,35.0,46.0,21.0,0.0,0.0,0.0,0.0
44,91.0,73.0,13.0,0.0,0.0,0.0,0.0
45,95.0,35.0,20.0,0.0,0.0,0.0,0.0
46,85.0,71.0,6.0,0.0,0.0,0.0,0.0
47,94.0,31.0,15.0,0.0,0.0,0.0,0.0
48,88.0,37.0,22.0,0.0,0.0,0.0,0.0
49,91.0,35.0,11.0,0.0,0.0,0.0,0.0
50,66.0,34.0,18.0,0.0,0.0,0.0,0.0
51,86.0,38.0,8.0,0.0,0.0,0.0,0.0
52,92.0,77.0,22.0,0.0,0.0,0.0,0.0
53,56.0,93.0,16.0,0.0,0.0,0.0,0.0
54,58.0,91.0,7.0,0.0,0.0,0.0,0.0
55,60.0,91.0,16.0,0.0,0.0,0.0,0.0
56,61.0,84.0,21.0,0.0,0.0,0.0,0.0
57,90.0,70.0,16.0,0.0,0.0,0.0,0.0
58,85.0,67.0,17.0,0.0,0.0,0.0,0.0
59,0.0,69.0,16.0,0.0,0.0,0.0,0.0
60,94.0,35.0,23.0,0.0,0.0,0.0,0.0
61,28.0,5.0,3.0,0.0,0.0,0.0,0.0
62,89.0,37.0,20.0,0.0,0.0,0.0,0.0
63,90.0,34.0,13.0,0.0,0.0,0.0,0.0
64,94.0,32.0,6.0,0.0,0.0,0.0,0.0
65,95.0,35.0,12.0,0.0,0.0,0.0,0.0
66,16.0,32.0,15.0,0.0,0.0,0.0,0.0
