in,x,y,qc,tc,tr,te,tl
2,706.0,137,80.0,0.0,0.0,0.0,0.0
3,392.0,662,94.0,0.0,0.0,0.0,0.0
4,692.0,274,87.0,0.0,0.0,0.0,0.0
5,944.0,370,77.0,0.0,0.0,0.0,0.0
6,726.0,945,77.0,0.0,0.0,0.0,0.0
7,869.0,43,50.0,0.0,0.0,0.0,0.0
8,621.0,770,79.0,0.0,0.0,0.0,0.0
9,112.0,402,86.0,0.0,0.0,0.0,0.0
10,523.0,374,75.0,0.0,0.0,0.0,0.0
11,619.0,178,84.0,0.0,0.0,0.0,0.0
12,553.0,457,88.0,0.0,0.0,0.0,0.0
13,95.0,814,94.0,0.0,0.0,0.0,0.0
14,696.0,130,74.0,0.0,0.0,0.0,0.0
15,27.0,417,95.0,0.0,0.0,0.0,0.0
16,940.0,487,89.0,0.0,0.0,0.0,0.0
17,943.0,965,83.0,0.0,0.0,0.0,0.0
18,670.0,435,55.0,0.0,0.0,0.0,0.0
19,931.0,752,77.0,0.0,0.0,0.0,0.0
20,307.0,776,1.0,0.0,0.0,0.0,0.0
21,404.0,101,7.0,0.0,0.0,0.0,0.0
22,199.0,526,3.0,0.0,0.0,0.0,0.0
23,117.0,312,7.0,0.0,0.0,0.0,0.0
24,762.0,505,5.0,0.0,0.0,0.0,0.0
25,433.0,864,2.0,0.0,0.0,0.0,0.0
26,868.0,155,2.0,0.0,0.0,0.0,0.0
27,832.0,870,2.0,0.0,0.0,0.0,0.0
28,488.0,624,5.0,0.0,0.0,0.0,0.0
29,686.0,782,2.0,0.0,0.0,0.0,0.0
30,585.0,89,7.0,0.0,0.0,0.0,0.0
31,268.0,339,1.0,0.0,0.0,0.0,0.0
32,248.0,344,5.0,0.0,0.0,0.0,0.0
33,22.0,776,5.0,0.0,0.0,0.0,0.0
34,89.0,614,8.0,0.0,0.0,0.0,0.0
35,75.0,271,4.0,0.0,0.0,0.0,0.0
36,882.0,646,2.0,0.0,0.0,0.0,0.0
37,6.0,656,8.0,0.0,0.0,0.0,0.0
38,449.0,27,9.0,0.0,0.0,0.0,0.0
