in,x,y,qc,tc,tr,te,tl
2,93.0,41.0,10.0,0.0,0.0,0.0,0.0
3,75.0,95.0,15.0,0.0,0.0,0.0,0.0
4,89.0,55.0,7.0,0.0,0.0,0.0,0.0
5,89.0,19.0,25.0,0.0,0.0,0.0,0.0
6,21.0,9.0,16.0,0.0,0.0,0.0,0.0
7,81.0,31.0,8.0,0.0,0.0,0.0,0.0
8,79.0,25.0,15.0,0.0,0.0,0.0,0.0
9,30.0,18.0,23.0,0.0,0.0,0.0,0.0
10,5.0,5.0,8.0,0.0,0.0,0.0,0.0
11,31.0,21.0,2.0,0.0,0.0,0.0,0.0
12,84.0,98.0,14.0,0.0,0.0,0.0,0.0
13,10.0,8.0,7.0,0.0,0.0,0.0,0.0
14,90.0,58.0,15.0,0.0,0.0,0.0,0.0
15,24.0,16.0,14.0,0.0,0.0,0.0,0.0
16,80.0,26.0,7.0,0.0,0.0,0.0,0.0
17,96.0,42.0,14.0,0.0,0.0,0.0,0.0
18,28.0,18.0,11.0,0.0,0.0,0.0,0.0
19,37.0,23.0,7.0,0.0,0.0,0.0,0.0
20,39.0,27.0,6.0,0.0,0.0,0.0,0.0
21,78.0,104.0,1.0,0.0,0.0,0.0,0.0
22,98.0,26.0,22.0,0.0,0.0,0.0,0.0
23,8.0,12.0,26.0,0.0,0.0,0.0,0.0
24,10.0,12.0,5.0,0.0,0.0,0.0,0.0
25,82.0,30.0,18.0,0.0,0.0,0.0,0.0
26,82.0,38.0,18.0,0.0,0.0,0.0,0.0
27,94.0,24.0,4.0,0.0,0.0,0.0,0.0
28,94.0,44.0,10.0,0.0,0.0,0.0,0.0
29,30.0,16.0,3.0,0.0,0.0,0.0,0.0
30,84.0,28.0,2.0,0.0,0.0,0.0,0.0
31,76.0,96.0,12.0,0.0,0.0,0.0,0.0
32,76.0,102.0,6.0,0.0,0.0,0.0,0.0
33,98.0,58.0,15.0,0.0,0.0,0.0,0.0
34,90.0,64.0,12.0,0.0,0.0,0.0,0.0
35,76.0,96.0,5.0,0.0,0.0,0.0,0.0
36,100.0,44.0,7.0,0.0,0.0,0.0,0.0
37,94.0,56.0,12.0,0.0,0.0,0.0,0.0
38,84.0,26.0,24.0,0.0,0.0,0.0,0.0
39,6.0,12.0,6.0,0.0,0.0,0.0,0.0
40,90.0,24.0,12.0,0.0,0.0,0.0,0.0
41,26.0,12.0,5.0,0.0,0.0,0.0,0.0
42,84.0,30.0,18.0,0.0,0.0,0.0,0.0
43,86.0,28.0,3.0,0.0,0.0,0.0,0.0
44,31.0,27.0,7.0,0.0,0.0,0.0,0.0
45,24.0,16.0,15.0,0.0,0.0,0.0,0.0
46,84.0,30.0,23.0,0.0,0.0,0.0,0.0
47,33.0,19.0,20.0,0.0,0.0,0.0,0.0
48,90.0,28.0,5.0,0.0,0.0,0.0,0.0
49,94.0,50.0,24.0,0.0,0.0,0.0,0.0
50,92.0,60.0,6.0,0.0,0.0,0.0,0.0
51,8.0,12.0,19.0,0.0,0.0,0.0,0.0
52,24.0,16.0,5.0,0.0,0.0,0.0,0.0
53,94.0,42.0,10.0,0.0,0.0,0.0,0.0
54,82.0,32.0,3.0,0.0,0.0,0.0,0.0
55,76.0,96.0,4.0,0.0,0.0,0.0,0.0
56,80.0,100.0,5.0,0.0,0.0,0.0,0.0
